speed,rpm,tp,load,timing,area,acc_x,acc_y,acc_z,ethanol_fuel_level,coolant_temp,intake_manifold_pressure,afr,battery_voltage,fuel_level,mmcloud_time,cloud_index,latitude,longitude
29,1446,13,6,-3.0,480.550018,0.01,-0.03,0.15,,87.0,27.0,96.0,1469.0,61.0,642,1.0,-5.842744,-35.202915
22,1154,13,9,-11.0,380.369995,-0.01,-0.03,0.19,,86.0,33.0,94.0,1467.0,61.0,658,1.0,-5.842684,-35.202953
18,1055,12,6,-7.0,270.600006,0.04,0.0,-0.01,,86.0,30.0,94.0,1478.0,61.0,642,1.0,-5.842652,-35.202972
17,1295,21,16,-24.0,560.174988,0.0,-0.03,-0.04,,86.0,76.0,96.0,1480.0,61.0,1111,1.0,-5.842601,-35.202999
19,1660,23,30,2.0,970.200012,0.03,-0.03,-0.14,,86.0,82.0,100.0,1476.0,61.0,653,1.0,-5.842565,-35.203018
22,1954,25,31,12.0,1180.310059,-0.02,-0.02,-0.26,,86.0,88.0,100.0,1473.0,61.0,1055,1.0,-5.842506,-35.203053
26,2220,26,32,15.0,1397.800049,0.01,-0.03,-0.15,,86.0,86.0,100.0,1479.0,61.0,663,1.0,-5.842459,-35.203079
29,2435,26,29,-8.0,1460.149902,0.03,0.02,-0.19,,86.0,88.0,100.0,1476.0,61.0,658,1.0,-5.84238,-35.203121
32,1766,27,34,11.0,1473.780029,0.0,-0.03,-0.18,,86.0,92.0,100.0,1473.0,61.0,632,1.0,-5.842322,-35.203152
34,1812,29,36,10.0,1649.200073,-0.08,-0.03,-0.14,,86.0,95.0,100.0,1472.0,61.0,650,1.0,-5.842231,-35.203201
37,1875,36,38,6.0,2053.125,0.0,-0.03,-0.19,,87.0,103.0,100.0,1474.0,61.0,644,1.0,-5.842164,-35.203236
40,1452,35,44,3.0,2079.840088,0.02,0.06,-0.12,,87.0,108.0,100.0,1475.0,61.0,661,1.0,-5.842055,-35.203297
43,1585,31,43,5.0,2014.550049,0.01,-0.01,-0.14,,87.0,102.0,100.0,1475.0,61.0,646,1.0,-5.841979,-35.203339
45,1671,32,44,5.0,2167.594971,0.0,-0.02,-0.17,,87.0,110.0,100.0,1473.0,61.0,660,1.0,-5.841859,-35.203407
48,1735,67,51,1.0,4175.324707,0.0,0.0,-0.16,,87.0,127.0,100.0,1473.0,61.0,1020,2.0,-5.841775,-35.203453
51,1809,68,51,1.0,4390.589844,0.02,0.0,-0.13,,87.0,130.0,100.0,1459.0,61.0,668,2.0,-5.841642,-35.203522
54,1925,63,50,2.0,4277.0,-0.05,0.0,-0.22,,88.0,126.0,100.0,1474.0,61.0,634,2.0,-5.841551,-35.203564
56,2025,41,44,5.0,3062.5,-0.01,0.0,-0.23,,88.0,122.0,100.0,1475.0,61.0,651,2.0,-5.841403,-35.20364
59,1620,87,58,-1.0,6037.199707,0.0,-0.02,-0.14,,88.0,136.0,100.0,1476.0,61.0,502,2.0,-5.841299,-35.203697
61,1675,88,58,0.0,6232.625,0.0,-0.01,-0.1,,89.0,137.0,100.0,1476.0,61.0,510,2.0,-5.841137,-35.203777
63,1731,88,57,-1.0,6318.599609,0.02,-0.02,-0.11,,89.0,139.0,100.0,1476.0,61.0,510,2.0,-5.841025,-35.203835
66,1751,88,56,0.0,6436.109863,0.0,-0.01,-0.15,,90.0,136.0,104.0,1473.0,61.0,498,2.0,-5.840853,-35.20393
68,1805,80,52,2.0,5883.0,0.01,-0.04,-0.14,,90.0,131.0,104.0,1471.0,61.0,660,2.0,-5.840735,-35.203991
69,1846,77,50,3.0,5679.870117,0.02,0.01,-0.12,,90.0,130.0,104.0,1472.0,61.0,1133,2.0,-5.840552,-35.204086
71,1892,71,50,2.0,5440.160156,0.09,-0.03,-0.04,,90.0,129.0,94.0,1459.0,61.0,670,2.0,-5.840429,-35.204151
72,1931,43,46,4.0,3676.289795,-0.02,-0.03,-0.13,,90.0,116.0,95.0,1453.0,61.0,674,2.0,-5.840238,-35.204247
74,1971,40,43,6.0,3493.034912,0.01,-0.07,-0.05,,90.0,112.0,104.0,1460.0,61.0,645,2.0,-5.840108,-35.204319
75,2000,34,40,7.0,3105.0,0.02,0.03,-0.09,,91.0,101.0,104.0,1462.0,60.0,652,2.0,-5.839906,-35.204418
76,2023,27,36,12.0,2644.879883,0.04,-0.03,-0.08,,91.0,90.0,100.0,1459.0,60.0,660,2.0,-5.83977,-35.204487
76,1662,25,32,12.0,2247.47998,0.05,0.01,-0.06,,91.0,91.0,100.0,1459.0,60.0,655,1.0,-5.839568,-35.204594
75,1620,20,29,-2.0,1882.400024,0.01,0.0,-0.04,,90.0,62.0,100.0,1459.0,59.0,655,1.0,-5.839436,-35.204662
74,1554,14,8,-2.0,1211.140015,0.04,0.01,-0.05,,90.0,28.0,100.0,1459.0,59.0,658,1.0,-5.83924,-35.204765
71,1503,13,7,-8.0,1093.169922,0.01,-0.06,-0.05,,90.0,27.0,100.0,1457.0,59.0,1141,1.0,-5.839113,-35.20483
69,1445,13,6,-9.0,1029.375,0.01,-0.03,-0.02,,90.0,27.0,100.0,1463.0,59.0,651,1.0,-5.838929,-35.204926
65,1675,13,6,-5.0,1056.125,-0.03,-0.05,-0.05,,90.0,26.0,100.0,1461.0,59.0,660,1.0,-5.838811,-35.204983
61,1732,13,7,-4.0,1030.880005,-0.06,-0.06,0.03,,90.0,28.0,199.0,1453.0,59.0,646,1.0,-5.838645,-35.20507
57,2074,14,7,-5.0,1111.679932,-0.07,-0.05,-0.03,,90.0,28.0,199.0,1456.0,59.0,643,1.0,-5.838541,-35.20512
54,1938,13,7,-4.0,987.589966,-0.03,-0.04,0.04,,90.0,27.0,199.0,1457.0,59.0,661,1.0,-5.838393,-35.205196
49,1769,13,6,-3.0,843.975037,-0.01,-0.02,0.13,,89.0,27.0,199.0,1458.0,59.0,649,1.0,-5.838302,-35.205238
43,1549,12,6,-9.0,673.504944,-0.02,-0.07,0.14,,88.0,28.0,199.0,1457.0,60.0,658,1.0,-5.838179,-35.205292
35,1281,12,6,-6.0,508.605011,0.0,-0.13,0.17,,88.0,27.0,199.0,1459.0,61.0,654,1.0,-5.838109,-35.205318
27,1315,12,7,-3.0,427.549988,0.02,-0.18,0.03,,87.0,28.0,107.0,1461.0,61.0,658,1.0,-5.838021,-35.205341
24,1200,12,8,-8.0,384.0,-0.03,-0.11,0.04,,87.0,28.0,96.0,1463.0,61.0,663,1.0,-5.83797,-35.205345
22,1768,18,17,-11.0,695.76001,0.0,-0.13,-0.06,,87.0,50.0,94.0,1459.0,61.0,641,1.0,-5.837901,-35.205341
22,1873,19,20,13.0,792.330017,0.01,-0.07,-0.06,,87.0,57.0,99.0,1457.0,61.0,652,1.0,-5.837857,-35.205334
23,1901,18,16,12.0,721.695007,0.0,-0.03,-0.08,,87.0,49.0,100.0,1463.0,61.0,643,1.0,-5.837792,-35.205311
23,1886,16,14,9.0,644.910034,0.0,0.01,-0.04,,87.0,43.0,100.0,1465.0,61.0,647,1.0,-5.837724,-35.205292
23,1887,17,13,9.0,645.660034,-0.01,0.09,-0.05,,87.0,43.0,100.0,1461.0,61.0,659,1.0,-5.837678,-35.20528
23,1886,16,12,11.0,610.050049,0.01,0.11,-0.06,,86.0,35.0,100.0,1464.0,61.0,756,1.0,-5.837607,-35.20528
23,1883,16,12,6.0,609.525024,0.02,0.14,-0.05,,86.0,39.0,100.0,1461.0,61.0,1105,1.0,-5.837561,-35.205288
23,1891,16,12,9.0,610.924988,0.01,0.16,-0.01,,86.0,40.0,100.0,1458.0,61.0,647,1.0,-5.837518,-35.205299
23,1896,16,14,6.0,646.759949,0.0,0.15,-0.07,,86.0,43.0,100.0,1459.0,61.0,677,1.0,-5.837462,-35.205341
23,1940,17,15,11.0,691.599976,0.0,0.16,-0.1,,86.0,47.0,100.0,1459.0,61.0,661,1.0,-5.837432,-35.205376
24,1966,17,15,11.0,714.869995,0.01,0.13,0.05,,86.0,49.0,100.0,1461.0,61.0,638,1.0,-5.837401,-35.205437
24,1988,17,14,10.0,700.719971,0.03,0.11,0.05,,86.0,50.0,100.0,1470.0,61.0,1015,1.0,-5.837387,-35.205502
24,2007,18,15,11.0,742.36499,0.01,0.13,0.0,,86.0,50.0,100.0,1467.0,61.0,655,1.0,-5.837389,-35.205547
25,2037,18,14,11.0,748.215027,0.03,0.15,-0.06,,86.0,50.0,100.0,1461.0,61.0,654,1.0,-5.837407,-35.20562
25,2054,18,14,10.0,751.530029,0.0,0.16,-0.11,,86.0,48.0,100.0,1459.0,61.0,654,1.0,-5.837429,-35.205666
25,2057,18,14,9.0,752.11499,0.0,0.11,-0.08,,86.0,48.0,100.0,1457.0,61.0,887,1.0,-5.837477,-35.205723
25,2061,17,14,9.0,733.39502,0.03,0.05,-0.01,,86.0,46.0,100.0,1459.0,61.0,664,1.0,-5.837514,-35.205761
25,2054,17,14,9.0,732.030029,0.01,-0.01,-0.11,,86.0,45.0,100.0,1463.0,61.0,669,1.0,-5.837574,-35.205803
25,1915,14,8,0.0,546.974976,0.01,-0.05,0.0,,87.0,27.0,100.0,1447.0,61.0,639,1.0,-5.837616,-35.205841
24,1643,14,7,11.0,471.665009,0.0,-0.11,-0.08,,87.0,33.0,168.0,1464.0,61.0,672,1.0,-5.837669,-35.205887
23,1867,16,10,7.0,572.054993,0.01,-0.12,-0.04,,87.0,36.0,101.0,1472.0,61.0,647,1.0,-5.837699,-35.205929
23,1863,16,11,9.0,588.709961,-0.02,-0.17,-0.03,,87.0,35.0,100.0,1465.0,61.0,656,1.0,-5.837733,-35.205994
23,1850,15,10,9.0,552.75,0.0,-0.17,-0.08,,87.0,29.0,100.0,1459.0,61.0,655,1.0,-5.837748,-35.206036
23,1802,15,9,12.0,528.320007,0.01,-0.09,-0.03,,87.0,34.0,100.0,1457.0,61.0,735,1.0,-5.837761,-35.206104
22,1573,13,7,-9.0,416.584991,-0.01,-0.02,-0.06,,87.0,28.0,106.0,1461.0,61.0,658,1.0,-5.837767,-35.206146
20,1200,12,7,30.0,324.0,0.01,-0.02,-0.06,,87.0,30.0,162.0,1441.0,61.0,662,0.0,-5.837774,-35.206207
19,1429,13,7,7.0,354.77002,0.01,-0.02,-0.06,,87.0,28.0,102.0,1462.0,61.0,611,0.0,-5.837778,-35.206249
18,1455,16,12,-3.0,458.25,0.02,-0.03,-0.04,,87.0,42.0,100.0,1464.0,61.0,668,0.0,-5.837785,-35.206303
18,1572,18,20,1.0,640.679993,-0.01,-0.02,-0.1,,87.0,59.0,100.0,1462.0,61.0,641,1.0,-5.83779,-35.206341
19,1667,19,21,13.0,713.399963,0.03,-0.03,-0.12,,87.0,70.0,100.0,1460.0,61.0,640,1.0,-5.837798,-35.206394
21,1827,21,25,15.0,903.209961,-0.01,0.02,-0.11,,87.0,78.0,100.0,1447.0,61.0,649,1.0,-5.837804,-35.20644
22,1936,22,25,15.0,971.960022,0.0,-0.02,-0.16,,87.0,81.0,100.0,1459.0,61.0,656,1.0,-5.837813,-35.206505
25,2121,24,26,16.0,1152.85498,0.0,-0.02,-0.16,,87.0,84.0,100.0,1459.0,61.0,651,1.0,-5.83782,-35.206554
27,2279,24,27,17.0,1263.330078,0.0,-0.02,-0.14,,87.0,81.0,100.0,1447.0,61.0,1081,1.0,-5.83783,-35.206635
28,2391,22,25,-8.0,1216.61499,0.0,-0.05,-0.14,,87.0,75.0,100.0,1452.0,61.0,662,1.0,-5.837838,-35.206692
30,1676,24,29,12.0,1202.420044,0.0,-0.05,-0.09,,87.0,89.0,100.0,1457.0,61.0,655,1.0,-5.83785,-35.206779
32,1699,25,30,12.0,1301.689941,0.01,-0.04,-0.1,,87.0,89.0,100.0,1467.0,61.0,677,1.0,-5.837858,-35.206844
33,1662,24,30,12.0,1279.530029,0.0,-0.04,-0.12,,87.0,89.0,100.0,1461.0,61.0,659,1.0,-5.837871,-35.206944
34,1728,25,30,12.0,1352.959961,0.03,-0.02,-0.08,,87.0,88.0,100.0,1460.0,61.0,659,1.0,-5.837879,-35.207012
35,1751,23,29,14.0,1296.320068,-0.01,0.0,-0.14,,87.0,85.0,100.0,1467.0,61.0,658,1.0,-5.837893,-35.207115
36,1764,23,27,14.0,1280.160034,-0.02,-0.01,-0.13,,87.0,83.0,100.0,1460.0,61.0,658,1.0,-5.837903,-35.207188
37,1809,22,27,15.0,1282.880005,0.02,-0.03,-0.04,,87.0,80.0,100.0,1454.0,61.0,760,1.0,-5.837918,-35.207298
37,1819,20,23,18.0,1145.700073,-0.01,-0.02,-0.1,,88.0,70.0,100.0,1461.0,61.0,657,1.0,-5.837928,-35.207371
37,1836,18,20,18.0,1036.26001,-0.02,-0.04,-0.07,,88.0,60.0,100.0,1460.0,61.0,660,1.0,-5.837944,-35.207485
37,1811,16,13,9.0,852.750061,0.01,0.01,-0.01,,88.0,38.0,100.0,1463.0,61.0,656,1.0,-5.837955,-35.207561
36,1791,16,11,12.0,796.88501,0.0,-0.02,-0.06,,88.0,35.0,100.0,1459.0,61.0,670,1.0,-5.837973,-35.207668
36,1776,13,10,2.0,707.47998,0.01,0.0,-0.08,,88.0,28.0,100.0,1471.0,61.0,658,1.0,-5.837984,-35.207741
36,1765,14,7,-3.0,680.475037,-0.01,-0.03,-0.02,,88.0,29.0,199.0,1459.0,61.0,637,1.0,-5.838,-35.207848
36,1753,13,7,-3.0,656.39502,-0.01,-0.04,-0.04,,88.0,28.0,199.0,1461.0,61.0,669,1.0,-5.838017,-35.207954
36,1766,13,7,-3.0,659.190002,-0.01,-0.04,-0.04,,88.0,27.0,199.0,1459.0,61.0,664,1.0,-5.838028,-35.208027
36,1783,13,6,-3.0,647.429993,-0.02,0.0,-0.04,,87.0,27.0,199.0,1458.0,61.0,667,1.0,-5.838043,-35.208138
37,1810,13,6,-3.0,668.650024,0.01,-0.03,0.03,,87.0,27.0,199.0,1460.0,61.0,676,1.0,-5.838054,-35.208206
37,1826,13,6,-4.0,672.090027,-0.02,-0.03,-0.01,,87.0,27.0,199.0,1459.0,61.0,642,1.0,-5.838072,-35.208321
36,1797,13,6,-3.0,650.369934,0.0,-0.02,0.06,,87.0,27.0,199.0,1458.0,61.0,643,1.0,-5.838084,-35.208393
34,1691,13,6,-5.0,598.199951,-0.02,-0.05,0.11,,87.0,27.0,199.0,1462.0,61.0,674,1.0,-5.838101,-35.208496
31,1532,12,6,-9.0,505.419983,0.01,-0.08,0.13,,87.0,27.0,199.0,1459.0,61.0,655,0.0,-5.838111,-35.208561
27,1355,12,6,-6.0,421.574982,-0.02,-0.05,0.11,,87.0,26.0,199.0,1460.0,61.0,644,0.0,-5.838124,-35.208641
