speed,rpm,tp,load,timing,area,acc_x,acc_y,acc_z,ethanol_fuel_level,coolant_temp,intake_manifold_pressure,afr,battery_voltage,fuel_level,mmcloud_time,cloud_index,latitude,longitude
21,1224,12,9,4.0,363.600006,0.05,-0.04,0.06,,87.0,29.0,118.0,1458.0,61.0,661,0.0,-5.838131,-35.208683
18,1300,16,6,-1.0,348.0,0.02,-0.03,-0.02,,86.0,49.0,97.0,1467.0,61.0,664,0.0,-5.83814,-35.208744
20,1654,19,18,-8.0,675.26001,0.02,-0.03,-0.08,,86.0,58.0,94.0,1460.0,61.0,874,1.0,-5.838147,-35.208782
22,1872,20,23,16.0,871.199951,-0.01,-0.03,-0.15,,86.0,68.0,99.0,1461.0,61.0,663,1.0,-5.838157,-35.208847
24,2026,20,22,19.0,925.97998,0.03,-0.04,-0.07,,86.0,72.0,100.0,1471.0,61.0,637,1.0,-5.838163,-35.208897
26,2150,20,21,20.0,975.25,0.0,-0.02,-0.13,,86.0,65.0,100.0,1460.0,61.0,649,1.0,-5.838175,-35.208969
27,2235,18,16,18.0,867.524963,0.02,-0.03,-0.05,,86.0,54.0,100.0,1465.0,61.0,1064,1.0,-5.838183,-35.209023
28,2279,18,14,12.0,856.590027,0.0,-0.03,-0.04,,86.0,33.0,100.0,1459.0,61.0,659,1.0,-5.838197,-35.209106
27,1562,14,7,-3.0,503.540009,-0.01,-0.02,-0.02,,86.0,30.0,100.0,1465.0,61.0,649,0.0,-5.838205,-35.20916
25,1237,12,7,-1.0,389.920013,0.01,0.01,-0.01,,86.0,30.0,100.0,1461.0,61.0,674,0.0,-5.838217,-35.209236
22,1045,13,9,3.0,363.475006,0.03,0.02,-0.01,,86.0,39.0,100.0,1459.0,61.0,665,0.0,-5.838224,-35.209278
18,1015,13,11,-12.0,335.674988,0.01,-0.02,-0.01,,86.0,40.0,100.0,1462.0,61.0,661,0.0,-5.838233,-35.209335
15,1351,23,30,0.0,821.475037,0.04,0.02,-0.1,,86.0,87.0,100.0,1461.0,61.0,657,1.0,-5.838238,-35.209366
17,1609,29,36,7.0,1194.88501,-0.01,0.0,-0.19,,86.0,96.0,100.0,1459.0,61.0,642,1.0,-5.838247,-35.209415
18,1738,30,40,6.0,1374.019897,0.01,0.0,-0.2,,87.0,98.0,100.0,1459.0,61.0,672,1.0,-5.838253,-35.209454
20,1877,30,41,9.0,1487.484985,0.01,0.01,-0.22,,87.0,97.0,100.0,1465.0,61.0,660,1.0,-5.838265,-35.209511
22,2012,32,40,9.0,1615.720093,0.01,-0.05,-0.2,,87.0,96.0,100.0,1464.0,61.0,648,1.0,-5.838273,-35.209557
24,2158,30,40,6.0,1650.559937,0.0,-0.02,-0.21,,87.0,93.0,100.0,1459.0,61.0,665,1.0,-5.838288,-35.209629
26,2307,29,39,12.0,1692.274902,0.01,-0.04,-0.18,,87.0,91.0,100.0,1456.0,61.0,671,1.0,-5.838298,-35.209679
28,2413,27,34,14.0,1585.030029,0.0,-0.05,-0.16,,87.0,88.0,100.0,1460.0,61.0,784,1.0,-5.838312,-35.209763
29,2503,27,31,15.0,1560.900024,0.01,-0.01,-0.15,,87.0,86.0,100.0,1448.0,61.0,645,1.0,-5.83832,-35.209824
30,2582,26,29,17.0,1528.690063,0.01,-0.01,-0.11,,87.0,83.0,100.0,1462.0,61.0,663,1.0,-5.838334,-35.209911
31,2643,26,29,17.0,1572.900024,0.0,0.0,-0.17,,87.0,82.0,100.0,1459.0,61.0,658,1.0,-5.838344,-35.209976
32,2628,21,20,21.0,1229.280029,0.0,0.0,-0.1,,87.0,63.0,100.0,1465.0,61.0,663,1.0,-5.83836,-35.210068
32,2665,22,21,21.0,1289.224976,0.02,-0.03,-0.17,,87.0,62.0,100.0,1460.0,61.0,659,1.0,-5.838371,-35.210136
32,2693,23,22,15.0,1348.109985,0.01,-0.15,-0.09,,87.0,68.0,100.0,1459.0,61.0,666,1.0,-5.838382,-35.210232
33,1753,19,22,17.0,1004.575012,0.0,-0.21,-0.08,,87.0,65.0,100.0,1463.0,61.0,664,1.0,-5.838381,-35.210297
32,1656,17,17,17.0,822.219971,0.0,-0.22,-0.08,,88.0,57.0,100.0,1442.0,60.0,662,1.0,-5.838362,-35.210392
32,1580,17,18,16.0,820.0,-0.01,-0.2,-0.09,,88.0,59.0,100.0,1459.0,60.0,1139,1.0,-5.838335,-35.210453
32,1575,17,18,16.0,818.75,0.0,-0.21,-0.12,,88.0,63.0,100.0,1462.0,60.0,670,1.0,-5.838275,-35.210529
32,1597,18,20,16.0,883.220032,0.0,-0.2,-0.09,,88.0,70.0,100.0,1459.0,59.0,658,1.0,-5.838225,-35.210571
34,1642,20,23,15.0,1037.969971,-0.01,-0.15,-0.08,,88.0,76.0,100.0,1470.0,59.0,651,1.0,-5.838137,-35.210625
35,1731,20,23,15.0,1081.98999,0.03,-0.05,-0.1,,88.0,73.0,100.0,1473.0,59.0,660,1.0,-5.83807,-35.210648
37,1818,19,22,18.0,1096.810059,0.0,-0.01,-0.1,,88.0,68.0,100.0,1476.0,59.0,678,1.0,-5.837965,-35.210678
39,1896,19,21,18.0,1138.799927,0.0,0.0,-0.08,,88.0,68.0,100.0,1471.0,59.0,677,1.0,-5.837891,-35.210705
40,1464,19,22,14.0,1042.839966,0.0,0.02,-0.09,,88.0,75.0,100.0,1476.0,59.0,651,1.0,-5.837773,-35.210735
42,1535,15,19,16.0,925.675049,-0.02,0.0,-0.08,,88.0,39.0,100.0,1471.0,59.0,656,1.0,-5.837691,-35.210758
44,1585,13,8,14.0,750.100037,-0.01,-0.01,-0.05,,88.0,34.0,100.0,1464.0,59.0,659,1.0,-5.837562,-35.2108
46,1650,16,10,5.0,910.0,0.03,0.0,0.0,,88.0,39.0,100.0,1476.0,59.0,674,1.0,-5.837472,-35.210827
46,2239,17,12,11.0,1142.309937,0.02,0.01,-0.07,,88.0,35.0,100.0,1479.0,59.0,660,1.0,-5.837337,-35.210869
47,2132,16,10,9.0,1063.619995,0.01,0.04,-0.03,,88.0,40.0,100.0,1472.0,59.0,662,1.0,-5.837247,-35.210896
46,1661,14,10,12.0,857.080017,0.0,0.02,-0.03,,88.0,32.0,100.0,1475.0,59.0,656,1.0,-5.837113,-35.210934
46,1652,13,7,-6.0,782.280029,0.02,0.03,-0.01,,88.0,29.0,196.0,1462.0,59.0,666,1.0,-5.837025,-35.210957
45,1623,13,7,-6.0,759.97998,-0.01,0.03,-0.03,,87.0,28.0,199.0,1467.0,59.0,649,1.0,-5.836895,-35.210991
44,1594,12,7,-7.0,712.469971,0.02,0.02,-0.05,,87.0,28.0,199.0,1460.0,59.0,653,1.0,-5.83681,-35.211018
43,1561,12,7,-8.0,690.25,0.0,0.02,-0.05,,87.0,27.0,199.0,1459.0,59.0,651,1.0,-5.836684,-35.211056
43,1536,12,6,-9.0,670.320007,0.0,0.01,-0.04,,87.0,27.0,199.0,1451.0,59.0,656,1.0,-5.836607,-35.211079
42,1504,12,6,-9.0,648.960022,0.03,0.03,-0.02,,87.0,27.0,199.0,1462.0,59.0,1127,1.0,-5.836485,-35.211117
41,1467,12,6,-9.0,626.744995,-0.01,0.06,-0.03,,87.0,28.0,199.0,1459.0,59.0,661,1.0,-5.836407,-35.21114
40,1433,12,5,-5.0,592.424988,0.01,0.05,-0.05,,87.0,26.0,199.0,1462.0,59.0,642,0.0,-5.836293,-35.211182
39,1411,12,6,-4.0,587.475037,-0.01,0.11,-0.04,,87.0,26.0,105.0,1471.0,59.0,661,0.0,-5.836218,-35.211208
38,1390,12,6,-6.0,569.799988,0.02,0.12,-0.03,,87.0,26.0,95.0,1467.0,59.0,658,0.0,-5.836115,-35.211269
38,1356,13,6,3.0,584.320007,0.0,0.13,-0.04,,87.0,38.0,94.0,1461.0,59.0,649,0.0,-5.836054,-35.211311
38,1367,14,9,2.0,650.244995,-0.01,0.0,-0.08,,87.0,36.0,94.0,1465.0,59.0,650,1.0,-5.835971,-35.211388
37,1344,13,7,30.0,581.679993,0.0,-0.03,-0.03,,86.0,30.0,98.0,1457.0,59.0,649,0.0,-5.835916,-35.211445
37,1336,16,12,5.0,719.319946,0.03,-0.09,-0.1,,86.0,53.0,99.0,1471.0,59.0,665,1.0,-5.835829,-35.211521
37,1323,17,20,14.0,861.554993,-0.03,-0.08,-0.14,,86.0,57.0,100.0,1462.0,59.0,671,1.0,-5.83577,-35.211563
37,1319,16,16,15.0,773.535034,-0.02,-0.12,-0.08,,86.0,55.0,100.0,1454.0,59.0,657,1.0,-5.835677,-35.211632
37,1328,16,16,15.0,775.919983,0.02,-0.09,-0.07,,86.0,55.0,100.0,1471.0,59.0,663,1.0,-5.835612,-35.211662
37,1344,17,18,13.0,837.100037,0.04,0.04,-0.1,,86.0,71.0,100.0,1468.0,59.0,676,1.0,-5.83551,-35.211716
37,1335,21,25,12.0,1064.850098,0.03,-0.05,-0.02,,86.0,85.0,100.0,1451.0,59.0,665,1.0,-5.835441,-35.211742
38,1372,23,27,10.0,1193.400024,-0.05,-0.03,-0.07,,86.0,89.0,100.0,1462.0,59.0,647,1.0,-5.835331,-35.211777
39,1409,23,29,12.0,1261.060059,0.01,-0.04,-0.1,,86.0,89.0,100.0,1446.0,59.0,653,1.0,-5.835256,-35.2118
40,1441,22,27,13.0,1219.734985,0.05,-0.01,-0.11,,87.0,86.0,100.0,1461.0,59.0,647,1.0,-5.835138,-35.211823
41,1465,20,25,14.0,1143.449951,0.02,-0.08,-0.05,,87.0,80.0,100.0,1463.0,59.0,657,1.0,-5.835058,-35.211845
41,1493,19,22,15.0,1068.795044,0.06,0.08,-0.05,,87.0,73.0,100.0,1459.0,59.0,665,1.0,-5.834935,-35.211868
41,1491,18,20,15.0,1003.754944,0.01,0.03,-0.02,,87.0,65.0,100.0,1464.0,59.0,1090,1.0,-5.834853,-35.211884
42,1504,17,17,16.0,945.180054,0.05,0.02,-0.06,,87.0,59.0,100.0,1476.0,59.0,657,1.0,-5.834727,-35.211903
42,1522,17,17,16.0,950.48999,0.01,0.05,-0.14,,87.0,59.0,100.0,1465.0,59.0,639,1.0,-5.834642,-35.211922
42,1524,17,18,16.0,967.199951,-0.06,-0.01,-0.01,,87.0,58.0,100.0,1472.0,59.0,660,1.0,-5.834515,-35.211937
42,1533,18,18,16.0,999.899963,0.03,0.06,0.21,,87.0,64.0,100.0,1461.0,59.0,649,1.0,-5.834429,-35.211945
43,1537,17,18,10.0,987.285034,0.01,0.08,-0.03,,87.0,57.0,100.0,1462.0,59.0,652,1.0,-5.834301,-35.21196
43,1539,16,18,16.0,957.39502,-0.03,-0.07,-0.23,,87.0,53.0,100.0,1460.0,59.0,648,1.0,-5.834215,-35.211971
43,1553,17,16,16.0,959.63501,-0.02,0.01,-0.09,,87.0,53.0,100.0,1459.0,59.0,660,1.0,-5.834085,-35.211979
43,1568,16,16,16.0,934.559998,0.03,0.03,-0.03,,87.0,51.0,100.0,1459.0,59.0,665,1.0,-5.833997,-35.211983
44,1583,16,16,16.0,954.900024,-0.01,-0.01,-0.11,,87.0,50.0,100.0,1460.0,59.0,1001,1.0,-5.833865,-35.21199
45,1592,16,15,16.0,957.600037,0.01,0.01,-0.09,,87.0,49.0,100.0,1459.0,59.0,658,1.0,-5.833775,-35.212002
45,1608,16,15,15.0,962.399963,0.0,0.01,-0.07,,87.0,47.0,100.0,1459.0,59.0,641,1.0,-5.83364,-35.212006
44,1593,13,8,6.0,752.180054,-0.02,0.01,-0.1,,87.0,28.0,100.0,1439.0,59.0,662,1.0,-5.83355,-35.212006
44,1593,13,6,-5.0,723.25,0.0,-0.04,-0.01,,87.0,26.0,100.0,1460.0,59.0,643,1.0,-5.833415,-35.212006
44,1574,13,6,-8.0,718.499939,-0.01,-0.03,0.02,,87.0,27.0,100.0,1467.0,59.0,649,1.0,-5.833326,-35.212002
43,1559,13,6,-9.0,700.455017,0.01,-0.02,0.04,,87.0,27.0,100.0,1461.0,59.0,654,1.0,-5.833195,-35.211994
43,1544,13,7,-9.0,710.999939,0.03,0.03,0.02,,87.0,27.0,100.0,1459.0,59.0,657,1.0,-5.833107,-35.21199
43,1534,14,10,24.0,777.51001,0.01,0.0,-0.05,,87.0,34.0,100.0,1453.0,59.0,667,1.0,-5.832978,-35.211983
43,1544,14,9,24.0,765.439941,0.01,0.01,-0.14,,87.0,35.0,100.0,1462.0,59.0,638,1.0,-5.832892,-35.211975
43,1549,14,9,24.0,766.73999,0.02,-0.04,-0.09,,87.0,34.0,100.0,1465.0,59.0,638,1.0,-5.832762,-35.21196
43,1552,14,9,23.0,767.52002,0.03,0.01,-0.09,,87.0,35.0,100.0,1463.0,59.0,662,1.0,-5.832675,-35.211952
43,1545,14,10,23.0,780.424988,-0.02,-0.04,-0.01,,87.0,36.0,100.0,1447.0,59.0,663,1.0,-5.832546,-35.211937
43,1545,15,10,16.0,806.924988,0.01,0.02,-0.01,,87.0,42.0,100.0,1462.0,59.0,667,1.0,-5.83246,-35.211926
43,1543,16,15,14.0,911.469971,0.01,-0.03,-0.08,,87.0,46.0,100.0,1459.0,59.0,661,1.0,-5.832332,-35.211903
43,1541,17,18,14.0,988.505005,0.0,-0.04,-0.01,,87.0,59.0,100.0,1461.0,59.0,669,1.0,-5.832246,-35.211887
43,1550,18,21,16.0,1072.0,-0.01,-0.06,-0.12,,87.0,66.0,100.0,1474.0,59.0,670,1.0,-5.832118,-35.211864
43,1552,17,20,16.0,1024.380005,0.01,-0.04,-0.07,,87.0,66.0,100.0,1453.0,59.0,1172,1.0,-5.832032,-35.211849
44,1564,18,20,16.0,1076.47998,-0.02,-0.03,-0.01,,87.0,66.0,100.0,1459.0,59.0,696,1.0,-5.831903,-35.211819
44,1565,17,20,16.0,1044.799927,0.02,0.02,-0.04,,87.0,65.0,100.0,1467.0,59.0,659,1.0,-5.831818,-35.2118
44,1577,17,19,16.0,1032.255005,0.0,-0.03,-0.12,,87.0,64.0,100.0,1470.0,59.0,646,1.0,-5.83169,-35.211769
44,1582,17,19,16.0,1033.829956,0.03,-0.01,-0.13,,87.0,64.0,100.0,1473.0,59.0,642,1.0,-5.831604,-35.211739
45,1607,17,19,16.0,1058.23999,0.0,-0.03,-0.04,,87.0,60.0,100.0,1470.0,59.0,656,1.0,-5.831475,-35.211704
44,1594,15,16,15.0,928.200012,-0.01,-0.01,-0.09,,87.0,45.0,100.0,1454.0,59.0,650,1.0,-5.831389,-35.211681
44,1588,16,12,18.0,892.640015,-0.01,-0.05,-0.16,,87.0,40.0,100.0,1467.0,59.0,652,1.0,-5.831261,-35.211639
44,1579,16,13,16.0,906.015015,0.0,0.01,-0.04,,87.0,41.0,100.0,1465.0,59.0,656,1.0,-5.831176,-35.211613
43,1572,16,13,17.0,888.159973,-0.02,0.0,-0.03,,87.0,42.0,100.0,1459.0,59.0,667,1.0,-5.83105,-35.211571
43,1565,15,12,18.0,842.875,0.02,0.01,-0.03,,87.0,40.0,100.0,1459.0,59.0,657,1.0,-5.830966,-35.211544
43,1561,15,12,18.0,841.774963,0.01,-0.03,-0.12,,87.0,40.0,100.0,1463.0,59.0,662,1.0,-5.830841,-35.211506
43,1549,15,11,11.0,823.22998,-0.01,-0.05,-0.06,,87.0,31.0,100.0,1462.0,60.0,637,1.0,-5.830758,-35.211475
43,1536,13,7,1.0,709.0,0.0,-0.01,-0.11,,87.0,27.0,100.0,1458.0,60.0,650,1.0,-5.830633,-35.211433
42,1526,13,6,-9.0,678.240051,-0.03,0.0,0.07,,87.0,27.0,100.0,1461.0,61.0,656,1.0,-5.830553,-35.211399
41,1469,13,6,-9.0,650.715027,-0.01,-0.01,0.1,,87.0,27.0,100.0,1459.0,61.0,657,1.0,-5.830437,-35.211353
38,1375,12,6,-6.0,566.5,0.0,-0.02,-0.02,,87.0,27.0,100.0,1461.0,61.0,668,0.0,-5.830364,-35.211323
37,1330,12,6,-5.0,543.950012,-0.02,0.05,-0.01,,87.0,27.0,100.0,1457.0,61.0,663,0.0,-5.83026,-35.211281
36,1282,12,6,-3.0,521.220032,0.0,0.02,-0.04,,87.0,27.0,100.0,1460.0,61.0,1071,0.0,-5.830193,-35.21125
35,1258,12,6,-6.0,503.889984,0.0,-0.01,0.01,,87.0,27.0,100.0,1459.0,61.0,654,0.0,-5.830093,-35.211212
33,1463,13,6,-8.0,538.784973,0.03,0.03,0.05,,87.0,26.0,100.0,1467.0,61.0,661,0.0,-5.83003,-35.211189
32,1557,13,7,-9.0,557.11499,0.0,0.01,0.04,,87.0,29.0,199.0,1461.0,61.0,653,0.0,-5.82994,-35.211147
29,1437,12,7,-9.0,474.660004,0.01,-0.01,0.0,,87.0,28.0,199.0,1460.0,61.0,675,0.0,-5.829884,-35.211124
27,1351,12,6,-5.0,420.915009,0.0,-0.05,0.01,,87.0,27.0,199.0,1459.0,61.0,644,0.0,-5.829807,-35.211094
24,1168,13,6,-4.0,370.200012,0.0,-0.11,0.04,,87.0,32.0,107.0,1447.0,61.0,666,0.0,-5.82976,-35.211071
21,1486,16,6,-6.0,416.609985,0.0,-0.13,-0.05,,87.0,43.0,95.0,1462.0,61.0,649,0.0,-5.829704,-35.211037
20,1707,17,15,3.0,596.225037,0.0,-0.2,-0.07,,87.0,45.0,99.0,1462.0,61.0,660,0.0,-5.829675,-35.211002
21,1780,18,16,15.0,662.300049,0.0,-0.25,-0.05,,86.0,51.0,100.0,1464.0,61.0,1158,1.0,-5.829648,-35.210945
22,1862,18,17,18.0,714.090027,0.0,-0.26,-0.09,,86.0,58.0,100.0,1458.0,61.0,673,1.0,-5.829644,-35.210896
22,1925,19,19,18.0,784.125,-0.02,-0.13,-0.05,,86.0,66.0,100.0,1462.0,61.0,638,1.0,-5.829656,-35.210827
24,2064,20,22,18.0,934.719971,-0.09,-0.13,-0.23,,86.0,74.0,100.0,1462.0,61.0,660,1.0,-5.82967,-35.210781
25,2120,21,23,19.0,1012.799988,0.0,-0.18,-0.2,,86.0,74.0,100.0,1452.0,61.0,653,1.0,-5.829697,-35.210709
26,2232,21,23,19.0,1061.339966,0.0,-0.05,-0.06,,86.0,73.0,100.0,1468.0,60.0,653,1.0,-5.829715,-35.210655
27,2315,21,23,19.0,1103.75,0.01,-0.09,0.03,,86.0,73.0,100.0,1441.0,60.0,651,1.0,-5.829743,-35.210579
29,2404,21,23,-7.0,1171.040039,-0.02,-0.02,-0.23,,86.0,69.0,100.0,1460.0,60.0,651,1.0,-5.829764,-35.210529
30,1645,21,26,14.0,1048.599976,0.06,-0.03,-0.01,,86.0,84.0,100.0,1459.0,60.0,672,1.0,-5.829796,-35.210445
30,1620,22,27,13.0,1088.699951,-0.02,-0.07,-0.12,,86.0,85.0,100.0,1462.0,59.0,1119,1.0,-5.829817,-35.210384
32,1588,22,27,13.0,1117.459961,0.02,0.0,-0.18,,86.0,86.0,100.0,1459.0,59.0,664,1.0,-5.829849,-35.210297
32,1633,22,27,13.0,1130.734985,0.02,-0.01,-0.17,,87.0,84.0,100.0,1461.0,59.0,642,1.0,-5.829872,-35.210232
33,1651,21,26,15.0,1106.544922,-0.03,0.02,-0.1,,87.0,83.0,100.0,1463.0,59.0,659,1.0,-5.829906,-35.210136
34,1676,21,26,15.0,1132.799927,-0.02,-0.06,-0.17,,87.0,79.0,100.0,1453.0,59.0,664,1.0,-5.829931,-35.210072
34,1694,19,22,17.0,1006.320007,-0.03,-0.02,-0.14,,87.0,70.0,100.0,1459.0,59.0,658,1.0,-5.829975,-35.209961
35,1700,18,21,17.0,980.0,-0.04,0.02,0.04,,87.0,67.0,100.0,1467.0,59.0,659,1.0,-5.829992,-35.209911
35,1717,19,20,16.0,994.674988,0.04,0.12,0.01,,87.0,67.0,100.0,1459.0,59.0,809,1.0,-5.830034,-35.209797
35,1705,18,18,18.0,928.825012,-0.01,0.01,-0.1,,87.0,58.0,100.0,1458.0,59.0,655,1.0,-5.830055,-35.209747
34,1697,18,18,18.0,909.219971,-0.04,-0.11,-0.09,,87.0,56.0,100.0,1463.0,59.0,1160,1.0,-5.830094,-35.209648
35,1701,18,17,18.0,910.26001,0.05,-0.04,-0.1,,87.0,56.0,100.0,1459.0,59.0,660,1.0,-5.830131,-35.209553
35,1712,18,19,18.0,948.240051,-0.01,0.01,0.03,,87.0,59.0,100.0,1461.0,59.0,658,1.0,-5.830155,-35.209488
35,1723,17,16,16.0,872.86499,-0.01,-0.05,-0.05,,87.0,52.0,100.0,1460.0,59.0,641,1.0,-5.83019,-35.209389
35,1729,17,18,18.0,908.684998,0.0,-0.06,-0.1,,87.0,54.0,100.0,1465.0,59.0,649,1.0,-5.83022,-35.209305
35,1713,16,14,10.0,811.684937,-0.02,-0.01,-0.04,,87.0,43.0,100.0,1463.0,59.0,657,1.0,-5.830253,-35.209225
35,1704,14,11,5.0,713.920044,0.0,0.0,0.0,,87.0,28.0,100.0,1468.0,59.0,651,1.0,-5.830283,-35.209141
34,1663,13,7,-6.0,607.414978,0.0,-0.02,-0.01,,87.0,29.0,177.0,1457.0,59.0,653,0.0,-5.830314,-35.209061
32,1597,13,7,-7.0,564.915039,-0.01,0.0,0.0,,87.0,31.0,199.0,1447.0,59.0,660,0.0,-5.830342,-35.208981
30,1484,13,7,-9.0,515.039978,0.01,-0.09,0.08,,87.0,30.0,199.0,1456.0,59.0,637,0.0,-5.830371,-35.208912
27,1358,12,7,-12.0,434.859985,0.0,-0.05,-0.01,,87.0,28.0,199.0,1461.0,59.0,669,0.0,-5.830397,-35.208847
23,1142,13,6,-5.0,354.089996,-0.05,-0.09,0.05,,87.0,35.0,119.0,1464.0,59.0,661,0.0,-5.830411,-35.208813
18,1167,12,6,-6.0,284.040009,-0.01,0.01,0.08,,87.0,28.0,98.0,1457.0,59.0,663,0.0,-5.830435,-35.208752
16,973,12,7,-4.0,249.894989,0.0,0.08,-0.03,,87.0,33.0,94.0,1459.0,59.0,656,0.0,-5.830453,-35.208714
15,1068,20,10,-12.0,383.5,-0.01,0.0,-0.12,,87.0,70.0,96.0,1454.0,59.0,650,0.0,-5.830468,-35.208679
16,1415,20,24,11.0,683.0,0.03,0.0,-0.06,,87.0,77.0,100.0,1458.0,59.0,658,1.0,-5.830482,-35.208641
18,1619,21,27,12.0,836.774963,0.0,0.01,-0.1,,87.0,83.0,100.0,1465.0,59.0,637,1.0,-5.830497,-35.208595
20,1793,23,29,14.0,1002.784973,0.01,0.05,-0.08,,87.0,86.0,100.0,1462.0,59.0,660,1.0,-5.830517,-35.208549
22,1966,24,29,14.0,1113.329956,-0.05,0.1,-0.24,,87.0,86.0,100.0,1462.0,59.0,1186,1.0,-5.830536,-35.208496
25,2130,23,27,16.0,1151.800049,0.01,-0.05,-0.21,,87.0,82.0,100.0,1459.0,59.0,670,1.0,-5.830558,-35.208435
27,2287,22,25,18.0,1166.619995,0.01,0.02,-0.08,,87.0,74.0,100.0,1464.0,59.0,642,1.0,-5.83058,-35.208366
28,2400,21,23,-9.0,1147.5,0.07,-0.04,-0.39,,87.0,76.0,100.0,1469.0,59.0,660,1.0,-5.830604,-35.208305
30,1647,22,27,13.0,1096.39502,0.0,-0.08,-0.18,,87.0,86.0,100.0,1460.0,59.0,658,1.0,-5.83063,-35.208233
31,1647,22,27,13.0,1115.630005,0.02,0.09,-0.18,,87.0,85.0,100.0,1470.0,59.0,649,1.0,-5.830657,-35.208157
32,1633,22,27,13.0,1130.734985,0.0,0.01,-0.11,,87.0,86.0,100.0,1462.0,59.0,663,1.0,-5.830687,-35.20808
34,1690,22,27,13.0,1186.449951,-0.01,0.05,-0.12,,87.0,85.0,100.0,1440.0,59.0,648,1.0,-5.830715,-35.208
35,1735,22,27,14.0,1219.849976,-0.01,-0.09,-0.17,,87.0,83.0,100.0,1462.0,59.0,659,1.0,-5.830747,-35.20792
36,1780,22,27,15.0,1253.699951,0.02,0.02,-0.01,,87.0,82.0,100.0,1443.0,59.0,667,1.0,-5.830781,-35.207832
38,1855,21,26,15.0,1265.599976,-0.01,-0.03,-0.15,,88.0,81.0,100.0,1461.0,59.0,668,1.0,-5.830816,-35.207745
39,1898,21,26,12.0,1299.349976,0.06,0.03,-0.06,,88.0,81.0,100.0,1464.0,59.0,647,1.0,-5.83085,-35.207653
39,1491,23,28,12.0,1269.984985,0.02,0.02,0.0,,88.0,88.0,100.0,1462.0,59.0,651,1.0,-5.830886,-35.207561
40,1485,22,28,12.0,1252.900024,0.02,-0.03,-0.02,,88.0,87.0,100.0,1460.0,59.0,649,1.0,-5.830924,-35.207466
40,1453,22,28,12.0,1242.02002,-0.03,-0.03,-0.12,,88.0,88.0,100.0,1461.0,59.0,649,1.0,-5.830962,-35.207371
41,1461,23,28,12.0,1297.545044,0.05,0.04,0.03,,88.0,88.0,100.0,1462.0,59.0,659,1.0,-5.831001,-35.207275
41,1474,23,28,12.0,1302.029907,0.02,-0.03,-0.05,,88.0,88.0,100.0,1460.0,59.0,647,1.0,-5.831036,-35.207176
41,1558,22,28,12.0,1296.51001,0.01,0.04,-0.08,,88.0,87.0,100.0,1459.0,59.0,661,1.0,-5.831069,-35.207081
41,1527,22,28,13.0,1285.815063,0.03,-0.03,-0.08,,88.0,87.0,100.0,1459.0,59.0,1111,1.0,-5.8311,-35.206985
40,1501,22,27,12.0,1239.834961,-0.01,-0.04,-0.05,,88.0,88.0,100.0,1459.0,59.0,668,1.0,-5.831133,-35.206886
39,1931,22,27,12.0,1363.229858,0.02,-0.02,-0.15,,89.0,80.0,100.0,1459.0,59.0,658,1.0,-5.831167,-35.206791
38,1888,18,19,18.0,1051.079956,-0.01,-0.06,-0.1,,89.0,55.0,100.0,1463.0,59.0,641,1.0,-5.831201,-35.206699
37,1829,17,16,16.0,935.184998,0.02,-0.03,-0.14,,89.0,52.0,100.0,1462.0,59.0,648,1.0,-5.831234,-35.206615
36,1762,17,16,18.0,900.120056,0.02,-0.01,-0.08,,89.0,54.0,100.0,1462.0,59.0,649,1.0,-5.831267,-35.206528
35,1701,17,17,17.0,884.26001,0.0,-0.04,-0.1,,88.0,55.0,100.0,1459.0,59.0,659,1.0,-5.831297,-35.206448
33,1641,17,17,17.0,835.25,0.0,-0.01,-0.06,,88.0,58.0,100.0,1464.0,59.0,655,1.0,-5.831326,-35.206367
32,1584,18,20,16.0,879.840027,0.01,-0.02,-0.08,,88.0,69.0,100.0,1461.0,59.0,676,1.0,-5.831355,-35.206291
31,1544,18,22,15.0,886.159973,-0.03,-0.06,-0.13,,88.0,76.0,100.0,1471.0,59.0,1150,1.0,-5.831381,-35.206215
30,1587,20,24,14.0,968.48999,0.01,-0.02,-0.12,,88.0,82.0,100.0,1446.0,59.0,669,1.0,-5.831409,-35.206142
30,1552,22,27,13.0,1069.319946,0.01,0.03,-0.18,,88.0,87.0,100.0,1459.0,59.0,641,1.0,-5.831437,-35.206074
30,1533,26,32,9.0,1281.22998,-0.01,-0.01,-0.15,,88.0,93.0,100.0,1460.0,59.0,647,1.0,-5.831468,-35.206005
30,1541,29,36,7.0,1465.530029,0.01,0.1,-0.09,,88.0,98.0,100.0,1461.0,59.0,648,1.0,-5.8315,-35.205936
32,1603,31,43,3.0,1763.625,0.09,0.1,-0.18,,88.0,118.0,100.0,1467.0,59.0,653,1.0,-5.831533,-35.205864
34,1667,71,54,0.0,3857.480225,0.03,0.05,-0.08,,88.0,130.0,100.0,1447.0,59.0,655,2.0,-5.831567,-35.205784
35,1755,88,55,-2.0,4749.75,-0.02,0.07,-0.21,,88.0,145.0,100.0,1467.0,59.0,665,2.0,-5.8316,-35.205704
38,1917,88,80,-7.0,6323.029785,0.02,0.13,-0.19,,88.0,194.0,100.0,1463.0,59.0,506,2.0,-5.831633,-35.205616
43,2154,88,92,-7.0,7393.950195,0.0,0.08,-0.31,,89.0,206.0,100.0,1446.0,59.0,915,2.0,-5.83167,-35.205513
