speed,rpm,tp,load,timing,area,acc_x,acc_y,acc_z,ethanol_fuel_level,coolant_temp,intake_manifold_pressure,afr,battery_voltage,fuel_level,mmcloud_time,cloud_index,latitude,longitude
22,1521,13,8,-9,423.149994,0.04,-0.04,0.14,,87,29,100,1478,59.0,654,0,-5.843675,-35.197983
20,1295,12,6,-2,324.350006,-0.01,-0.08,0.16,,87,28,109,1471,59.0,666,0,-5.843674,-35.198025
19,1094,12,6,-3,286.75,-0.05,-0.05,0.1,,87,29,101,1474,59.0,659,0,-5.843672,-35.198074
17,949,12,7,-1,257.880005,0.01,-0.1,0.15,,87,35,100,1475,59.0,953,0,-5.84367,-35.198112
14,884,13,10,-4,262.080017,0.0,-0.03,0.02,,87,44,100,1465,59.0,643,0,-5.843665,-35.198151
12,855,14,11,-10,259.325012,0.01,-0.03,0.03,,87,50,100,1478,59.0,659,0,-5.843665,-35.198181
11,845,14,13,-7,269.399994,-0.01,-0.02,0.03,,87,55,100,1475,59.0,657,0,-5.843664,-35.198215
10,842,14,14,-8,269.040009,0.0,-0.03,0.02,,87,56,100,1481,59.0,671,0,-5.843666,-35.198238
10,844,14,15,-6,280.5,-0.02,-0.04,0.01,,87,58,100,1461,59.0,646,0,-5.843664,-35.198269
10,866,15,14,-17,283.920013,0.0,-0.01,0.04,,87,47,100,1471,59.0,651,0,-5.84366,-35.198288
10,855,14,12,-7,248.050003,0.03,-0.06,0.05,,87,50,100,1459,59.0,670,0,-5.843654,-35.198315
8,815,16,18,-9,313.950012,0.0,-0.05,0.0,,87,73,100,1463,59.0,667,0,-5.843651,-35.198338
9,865,15,16,-8,295.625,-0.02,-0.05,0.05,,87,60,100,1464,59.0,984,0,-5.843647,-35.19836
8,871,13,20,-5,303.940002,0.0,-0.03,-0.03,,88,63,100,1472,59.0,657,0,-5.843644,-35.19838
6,877,16,20,-6,322.01001,0.0,-0.02,0.06,,88,77,100,1470,59.0,651,0,-5.843641,-35.198399
5,861,21,27,-18,473.759979,0.0,-0.02,0.09,,88,89,100,1467,59.0,647,0,-5.843639,-35.198406
35,1702,13,9,0,660.440063,0.02,-0.02,0.11,,89,29,100,1473,59.0,516,1,-5.843698,-35.19923
30,1517,13,7,-9,521.144958,0.02,-0.05,0.13,,89,29,199,1465,59.0,1841,0,-5.843693,-35.199295
26,1295,12,6,-9,399.200012,0.01,-0.04,0.15,,89,29,199,1474,59.0,493,0,-5.843686,-35.199375
20,1155,13,12,-4,392.799988,0.03,-0.03,0.18,,89,35,112,1464,59.0,507,0,-5.843681,-35.199421
16,1024,13,9,-7,290.5,0.04,-0.04,0.11,,88,41,97,1473,59.0,1842,0,-5.843679,-35.199471
12,904,13,11,-2,253.460007,-0.02,-0.03,-0.01,,88,45,98,1476,59.0,625,0,-5.843679,-35.199497
11,865,17,12,-12,294.975006,0.01,-0.02,0.01,,88,79,99,1475,59.0,592,0,-5.843682,-35.199535
13,1396,36,37,-4,1249.0,0.04,-0.01,-0.12,,88,101,100,1480,59.0,584,1,-5.843678,-35.199558
18,1733,31,41,6,1425.734985,0.05,-0.01,-0.13,,88,99,100,1478,59.0,592,1,-5.843672,-35.199612
22,2005,33,45,7,1777.175049,0.01,-0.02,-0.22,,88,109,100,1482,59.0,590,1,-5.843668,-35.199657
26,2328,36,47,9,2163.719971,0.06,0.01,-0.18,,88,103,100,1475,59.0,634,1,-5.843663,-35.199738
31,2719,39,46,9,2548.315186,0.03,0.0,-0.14,,88,99,100,1475,59.0,595,1,-5.843657,-35.199795
34,1935,31,38,8,1812.599976,0.03,0.01,-0.07,,88,98,100,1468,59.0,596,1,-5.843648,-35.199902
36,1969,32,37,8,1886.684937,0.06,0.02,-0.1,,87,101,100,1479,59.0,606,1,-5.843644,-35.19997
39,1917,33,39,6,2034.629883,0.03,0.01,-0.11,,87,105,100,1474,59.0,596,1,-5.843633,-35.200089
41,1859,33,40,-7,2089.39502,0.05,0.02,-0.07,,88,114,100,1475,59.0,634,1,-5.843623,-35.200169
42,1576,52,51,1,3150.840088,0.04,-0.03,-0.12,,88,121,100,1482,59.0,464,1,-5.843609,-35.200294
44,1636,70,54,0,4231.640137,0.05,-0.03,-0.07,,88,128,100,1478,59.0,590,2,-5.843599,-35.200382
45,1683,61,52,1,3774.755127,0.01,-0.01,-0.09,,88,125,100,1473,59.0,592,2,-5.843585,-35.20052
47,1727,60,51,2,3786.22998,0.04,0.02,-0.1,,88,124,100,1476,59.0,633,2,-5.843575,-35.200611
48,1743,58,50,2,3696.070068,0.05,0.0,-0.09,,89,124,100,1482,59.0,596,2,-5.84356,-35.200756
49,1776,52,49,3,3418.240234,0.03,0.0,-0.07,,89,120,100,1479,59.0,593,2,-5.843549,-35.200855
51,1820,45,47,4,3096.800049,0.04,0.0,-0.08,,89,115,100,1483,59.0,595,2,-5.84353,-35.201004
52,1859,41,44,5,2860.319824,0.03,-0.02,-0.12,,89,112,100,1473,59.0,594,2,-5.843521,-35.201107
53,1896,40,43,5,2830.079834,0.05,-0.02,-0.12,,90,111,100,1472,59.0,632,2,-5.843506,-35.201263
54,1925,32,38,3,2357.5,0.02,-0.01,-0.08,,90,99,100,1476,59.0,593,1,-5.843495,-35.20137
54,1930,26,36,9,2038.5,0.04,-0.01,-0.07,,90,89,100,1476,59.0,593,1,-5.843482,-35.201534
53,1898,23,28,15,1700.189941,0.02,-0.06,-0.02,,90,84,100,1476,59.0,593,1,-5.84347,-35.201641
52,1883,23,27,15,1652.284912,-0.01,-0.11,-0.08,,90,83,100,1476,59.0,594,1,-5.843447,-35.201797
52,1867,22,26,16,1586.130005,0.02,-0.12,-0.05,,90,81,100,1481,59.0,635,1,-5.843426,-35.2019
51,1851,21,24,16,1481.625,0.02,-0.12,0.01,,90,77,100,1479,59.0,593,1,-5.843385,-35.202049
51,1848,21,23,16,1460.76001,0.02,-0.11,-0.01,,90,74,100,1481,59.0,595,1,-5.843351,-35.202148
51,1844,16,19,-3,1205.400024,-0.01,-0.13,-0.02,,90,40,100,1471,59.0,595,1,-5.84329,-35.202293
51,1822,14,7,-3,934.380005,0.02,-0.09,0.03,,90,27,100,1478,59.0,592,0,-5.843241,-35.202381
50,1782,13,7,-3,878.369995,0.01,-0.09,0.06,,90,29,199,1474,59.0,631,0,-5.843157,-35.202503
48,1718,13,7,-4,829.950012,0.01,-0.13,0.13,,90,28,199,1476,59.0,593,0,-5.843098,-35.202583
44,1582,12,7,-8,709.409973,0.01,-0.11,0.12,,89,28,199,1462,59.0,593,0,-5.843008,-35.202682
41,1477,12,7,-9,642.480042,0.0,-0.1,0.1,,89,28,199,1462,59.0,594,0,-5.842948,-35.202744
38,1364,12,6,6,564.080017,0.02,-0.04,0.13,,89,26,190,1462,59.0,642,0,-5.842861,-35.20282
34,1278,12,6,-3,495.600006,-0.01,-0.06,0.17,,88,26,103,1460,59.0,592,0,-5.842806,-35.202866
29,1448,13,6,-9,480.899994,0.03,-0.08,0.17,,88,27,95,1462,59.0,593,0,-5.842734,-35.202915
23,1120,14,6,0,365.399994,0.01,-0.04,0.33,,88,41,94,1464,59.0,593,0,-5.842694,-35.202946
14,984,14,8,-1,262.23999,0.07,-0.03,0.15,,88,40,96,1464,59.0,592,0,-5.842654,-35.202972
11,888,14,12,-5,263.119995,0.01,-0.01,-0.01,,87,48,99,1463,59.0,631,0,-5.842634,-35.202984
13,1108,24,30,-9,754.220032,0.03,-0.03,-0.07,,87,91,100,1462,59.0,592,0,-5.842603,-35.202999
15,1492,25,34,4,978.040039,0.04,-0.04,-0.1,,87,90,100,1467,59.0,592,0,-5.842577,-35.203014
19,1746,27,34,11,1178.189941,0.03,-0.03,-0.13,,87,91,100,1473,59.0,657,0,-5.842527,-35.203041
23,2039,28,36,8,1427.505005,0.02,-0.03,-0.11,,87,91,100,1465,59.0,645,1,-5.842486,-35.20306
27,2332,27,32,14,1484.440063,0.04,-0.01,-0.08,,87,87,100,1475,59.0,682,1,-5.842417,-35.203094
30,1779,25,32,12,1326.490112,0.04,-0.04,-0.05,,87,92,100,1468,59.0,674,1,-5.842364,-35.203125
32,1761,25,32,12,1363.52002,-0.05,-0.02,-0.09,,87,91,100,1465,59.0,664,1,-5.84228,-35.203167
35,1765,26,32,12,1462.275024,0.04,-0.06,-0.06,,87,91,100,1474,59.0,656,1,-5.842218,-35.203201
36,1787,25,32,13,1457.580078,0.04,0.01,-0.05,,87,90,100,1471,59.0,666,1,-5.842121,-35.203247
38,1872,24,30,14,1452.47998,0.03,0.0,-0.05,,87,87,100,1469,59.0,657,1,-5.842052,-35.203285
40,1436,24,27,12,1285.059937,0.04,-0.02,-0.04,,87,90,100,1461,59.0,656,1,-5.841949,-35.203339
41,1532,24,30,12,1395.860107,0.04,-0.01,-0.05,,87,89,100,1474,59.0,647,1,-5.841877,-35.203377
42,1573,24,29,12,1410.415039,0.04,-0.01,-0.03,,87,89,100,1467,59.0,666,1,-5.841765,-35.203438
43,1612,23,29,12,1408.320068,0.02,-0.05,-0.08,,87,88,100,1465,59.0,670,1,-5.841649,-35.203495
45,1655,24,29,13,1500.349976,0.02,0.03,-0.04,,87,88,100,1470,59.0,643,1,-5.841569,-35.203537
46,1702,23,29,13,1500.75,0.03,0.0,-0.02,,87,87,100,1475,59.0,639,1,-5.841445,-35.203602
47,1728,23,29,13,1530.640137,0.04,-0.01,-0.06,,87,87,100,1470,59.0,645,1,-5.841361,-35.203644
48,1739,23,29,13,1555.015015,0.02,-0.03,-0.06,,87,87,100,1462,59.0,648,1,-5.841233,-35.203712
49,1772,23,29,14,1588.079834,0.03,-0.04,-0.01,,87,85,100,1476,59.0,633,1,-5.841145,-35.203758
50,1813,22,28,15,1565.069946,0.03,-0.01,0.0,,87,84,100,1471,59.0,638,1,-5.84101,-35.203831
52,1850,22,27,15,1599.75,0.02,-0.03,-0.04,,87,83,100,1470,59.0,667,1,-5.840918,-35.20388
52,1659,22,26,1,1505.010132,0.04,-0.04,-0.05,,87,88,100,1459,59.0,649,1,-5.840778,-35.203953
53,1481,23,30,12,1569.115112,0.03,-0.04,-0.01,,87,90,100,1471,59.0,669,1,-5.840683,-35.203999
53,1488,23,29,12,1553.080078,0.03,-0.02,-0.04,,87,89,100,1470,59.0,653,1,-5.840542,-35.204075
54,1493,23,29,12,1574.094971,0.04,-0.03,-0.03,,88,89,100,1467,59.0,657,1,-5.840445,-35.204128
54,1494,23,29,12,1574.51001,0.02,-0.01,-0.02,,88,89,100,1470,59.0,1967,1,-5.840302,-35.204201
54,1499,23,29,12,1576.584961,0.06,0.01,-0.01,,88,89,100,1470,59.0,650,1,-5.840205,-35.20425
55,1512,23,29,12,1601.040039,0.01,-0.03,-0.06,,88,88,100,1470,59.0,624,1,-5.840058,-35.204327
55,1524,23,29,12,1606.079956,0.06,0.02,-0.05,,88,88,100,1474,59.0,627,1,-5.83996,-35.20438
56,1534,23,28,12,1610.280029,0.01,-0.03,0.0,,88,88,100,1471,59.0,629,1,-5.839812,-35.204456
56,1543,23,28,12,1614.060059,0.01,-0.04,-0.05,,88,88,100,1471,59.0,628,1,-5.839712,-35.20451
56,1538,23,28,12,1611.959961,0.08,0.01,-0.03,,88,88,100,1463,59.0,633,1,-5.839562,-35.20459
56,1542,23,28,12,1613.640015,0.02,0.01,-0.02,,88,88,100,1476,59.0,633,1,-5.839462,-35.204639
56,1537,23,28,12,1611.540039,0.04,-0.03,-0.03,,88,88,100,1471,59.0,653,1,-5.839312,-35.204712
55,1528,23,28,12,1588.619995,0.06,-0.03,-0.03,,88,88,100,1460,59.0,1968,1,-5.839213,-35.204765
54,1499,23,28,12,1557.589966,0.06,-0.05,-0.08,,88,88,100,1467,59.0,658,1,-5.839067,-35.204842
53,1531,23,29,12,1570.710083,0.04,-0.03,-0.02,,88,86,100,1470,59.0,676,1,-5.838973,-35.204891
51,1879,22,27,15,1590.810059,0.02,-0.03,-0.02,,88,83,100,1474,59.0,644,1,-5.838836,-35.204964
50,1800,21,26,15,1482.0,-0.01,-0.04,-0.01,,88,79,100,1467,59.0,650,1,-5.838746,-35.205009
49,1771,19,23,18,1321.560059,0.01,-0.02,-0.02,,88,68,100,1473,59.0,649,1,-5.838613,-35.205078
48,1725,13,11,9,892.375,0.01,-0.03,0.02,,88,29,100,1471,59.0,654,0,-5.838525,-35.20512
47,1682,13,7,-5,805.140015,0.01,-0.02,0.08,,88,29,169,1473,59.0,662,0,-5.838398,-35.205185
44,1573,13,7,-8,732.61499,0.0,-0.02,0.06,,88,28,199,1462,59.0,660,0,-5.838318,-35.205223
39,1426,12,7,-12,603.97998,0.0,-0.08,0.16,,88,28,199,1474,59.0,654,0,-5.838209,-35.20528
32,1182,13,6,9,471.579987,-0.02,-0.14,0.21,,88,37,135,1464,59.0,682,0,-5.838147,-35.205303
25,1217,12,6,3,374.63501,-0.01,-0.15,0.19,,88,29,100,1470,59.0,645,0,-5.838069,-35.20533
19,1035,12,9,-11,312.900024,0.03,-0.11,0.08,,87,33,95,1461,59.0,651,0,-5.838029,-35.205334
16,937,13,8,-3,268.440002,0.01,-0.05,0.03,,87,36,97,1474,59.0,643,0,-5.837979,-35.20533
16,1460,21,28,-11,783.200012,0.04,-0.06,-0.05,,87,79,99,1471,59.0,661,0,-5.837947,-35.205322
17,1566,21,27,12,806.519958,0.05,-0.04,-0.07,,87,79,100,1475,59.0,708,0,-5.837895,-35.205315
19,1715,23,28,12,943.524963,0.03,-0.05,-0.09,,87,86,100,1467,59.0,664,0,-5.837857,-35.205307
21,1888,23,29,14,1047.0,0.03,0.0,-0.08,,87,85,100,1474,59.0,655,0,-5.837794,-35.205288
24,2036,23,27,16,1105.680054,0.04,0.04,-0.06,,87,82,100,1474,59.0,646,0,-5.837747,-35.205276
25,2159,20,22,20,977.36499,0.03,0.11,-0.01,,87,59,100,1476,59.0,646,0,-5.837671,-35.205265
26,2156,18,14,13,791.199951,0.03,0.14,0.02,,87,49,100,1471,59.0,658,0,-5.837619,-35.205269
27,2189,18,15,13,837.690002,0.03,0.18,0.02,,87,50,100,1476,59.0,646,0,-5.837543,-35.205292
27,2216,18,15,14,843.359985,0.03,0.22,0.05,,87,48,100,1471,59.0,663,0,-5.837497,-35.205318
27,2240,18,15,13,848.400024,0.03,0.21,0.02,,87,50,100,1474,59.0,653,0,-5.837444,-35.205379
28,2275,18,16,18,896.5,0.04,0.19,0.02,,87,54,100,1469,59.0,678,0,-5.837421,-35.205433
28,2311,19,16,-3,926.420044,0.03,0.17,-0.03,,86,54,100,1469,59.0,674,0,-5.837407,-35.205513
29,1572,19,22,16,885.359985,0.04,0.17,0.01,,86,74,100,1465,59.0,654,0,-5.83741,-35.205566
30,1515,18,21,16,845.325012,0.02,0.25,0.0,,86,70,100,1470,59.0,913,0,-5.837439,-35.20565
30,1488,18,20,15,822.0,0.03,0.24,0.02,,86,64,100,1464,59.0,655,0,-5.837475,-35.205704
30,1500,17,18,16,768.0,0.04,0.03,0.02,,86,51,100,1472,59.0,680,0,-5.837547,-35.205761
30,1496,15,11,22,614.180054,0.03,-0.06,0.02,,87,39,100,1471,59.0,656,0,-5.837597,-35.205791
30,1466,14,9,24,558.869995,0.05,-0.12,0.01,,87,37,100,1469,59.0,668,0,-5.837666,-35.205856
29,1437,14,10,25,553.214966,0.01,-0.21,0.0,,87,36,100,1473,59.0,647,0,-5.837705,-35.205898
29,1418,14,9,26,535.420044,0.01,-0.17,-0.01,,87,34,100,1465,59.0,664,0,-5.83775,-35.205975
28,1389,14,9,25,515.964966,0.04,-0.23,0.02,,87,36,100,1460,59.0,672,0,-5.837771,-35.206032
28,1361,14,10,-1,524.590027,0.04,-0.09,0.01,,87,37,100,1463,59.0,676,0,-5.837784,-35.206112
27,1320,13,8,0,458.5,0.01,-0.03,0.06,,87,31,100,1459,59.0,1101,0,-5.83779,-35.206169
21,1071,12,7,21,317.940002,0.01,-0.05,0.26,,87,41,100,1458,59.0,666,0,-5.837798,-35.206238
14,944,14,9,-2,269.559998,0.01,-0.05,0.12,,87,40,100,1467,59.0,663,0,-5.837802,-35.206264
9,848,14,12,-3,236.040009,0.04,-0.05,0.12,,87,62,100,1459,59.0,658,0,-5.837805,-35.206295
5,866,14,18,3,260.589996,0.02,-0.03,-0.1,,87,68,100,1476,59.0,648,0,-5.837807,-35.206306
7,890,20,25,-18,462.399994,0.02,-0.03,-0.03,,87,99,100,1467,59.0,645,0,-5.837809,-35.206329
10,1294,26,40,6,973.5,0.04,-0.03,-0.14,,87,94,100,1471,59.0,668,0,-5.837812,-35.206348
13,1423,23,32,9,837.674988,0.05,-0.03,-0.1,,87,88,100,1470,59.0,655,0,-5.837817,-35.206387
16,1496,24,30,12,896.080017,0.02,-0.03,-0.11,,87,90,100,1469,59.0,674,0,-5.83782,-35.206421
18,1672,27,34,11,1136.719971,0.03,-0.01,-0.07,,87,93,100,1467,59.0,1085,1,-5.837827,-35.20647
22,1948,29,38,10,1454.400024,0.07,0.0,-0.11,,87,93,100,1482,59.0,656,1,-5.837832,-35.206516
25,2169,28,37,12,1540.390015,0.04,-0.02,-0.12,,88,90,100,1473,59.0,660,1,-5.837841,-35.206593
28,2385,28,34,14,1607.349976,0.02,-0.05,-0.05,,88,88,100,1473,59.0,645,1,-5.837848,-35.20665
30,1704,27,36,10,1453.320068,0.02,-0.06,-0.07,,88,93,100,1473,59.0,651,1,-5.83786,-35.206738
32,1769,28,37,11,1576.305054,0.05,-0.05,-0.05,,88,94,100,1460,59.0,1063,1,-5.837868,-35.206799
34,1747,28,37,10,1614.184937,0.04,-0.04,-0.07,,88,94,100,1470,59.0,670,1,-5.837877,-35.206905
36,1764,29,38,10,1725.680054,0.03,-0.02,-0.07,,88,95,100,1474,59.0,650,1,-5.837883,-35.206978
38,1846,29,38,10,1803.47998,0.06,0.03,-0.02,,88,94,100,1471,59.0,671,1,-5.837891,-35.207088
39,1479,29,38,6,1685.915039,0.02,0.03,-0.05,,88,96,100,1470,59.0,669,1,-5.837899,-35.207169
40,1510,28,38,8,1680.900024,0.04,0.0,-0.06,,88,96,100,1465,59.0,787,1,-5.837913,-35.207287
41,1520,29,38,8,1745.900024,0.01,-0.02,-0.1,,88,96,100,1474,59.0,677,1,-5.837923,-35.207367
42,1552,29,38,8,1780.799927,0.03,0.02,-0.07,,89,95,100,1471,59.0,663,1,-5.837939,-35.207497
43,1591,28,37,10,1756.399902,0.02,-0.02,-0.04,,89,94,100,1463,59.0,646,1,-5.837951,-35.207581
44,1627,24,32,12,1530.26001,-0.01,-0.01,-0.04,,89,87,100,1475,59.0,659,1,-5.837971,-35.20771
45,1653,20,23,17,1242.02002,0.01,-0.01,-0.04,,89,71,100,1474,59.0,664,1,-5.837985,-35.207802
47,1689,18,21,17,1186.26001,0.0,-0.01,-0.04,,89,62,100,1467,59.0,671,1,-5.838006,-35.207939
49,1747,17,17,0,1137.509888,0.01,-0.03,-0.02,,89,43,100,1470,59.0,643,1,-5.838021,-35.208038
50,1786,13,8,-3,894.940002,0.01,-0.02,0.04,,89,29,116,1463,59.0,669,0,-5.838044,-35.208183
49,1763,13,7,-3,857.640015,-0.01,-0.04,0.16,,89,29,199,1469,59.0,675,0,-5.838059,-35.208282
44,1936,13,7,-5,825.180054,0.02,-0.02,0.25,,89,27,199,1471,59.0,665,0,-5.838079,-35.208416
38,1861,13,7,-4,711.225037,0.03,0.0,0.25,,89,27,199,1463,59.0,659,0,-5.83809,-35.208496
32,1600,13,7,-8,565.5,0.02,-0.05,0.25,,88,28,199,1460,59.0,649,0,-5.838106,-35.208595
25,1244,12,6,28,378.820007,0.02,-0.04,0.34,,88,29,199,1470,59.0,640,0,-5.838115,-35.208649
15,1070,12,7,1,249.699997,0.04,-0.02,0.12,,88,34,109,1467,59.0,663,0,-5.838122,-35.208698
12,914,14,11,-6,266.109985,0.06,-0.03,0.04,,88,46,96,1471,59.0,641,0,-5.838126,-35.208725
14,1344,23,31,-9,819.900024,0.05,-0.02,-0.09,,87,85,99,1470,59.0,638,0,-5.838132,-35.208763
17,1530,22,29,11,857.899963,0.03,-0.02,-0.08,,87,82,100,1470,59.0,641,0,-5.838137,-35.208801
20,1741,22,27,14,926.134949,0.04,-0.02,-0.05,,87,84,100,1462,59.0,637,0,-5.838146,-35.208855
22,1949,23,28,14,1062.25,0.04,0.02,-0.09,,87,84,100,1480,59.0,646,0,-5.838151,-35.2089
25,2126,23,25,17,1106.5,0.03,-0.03,-0.07,,87,82,100,1473,59.0,638,0,-5.838162,-35.208977
27,2292,21,24,18,1119.959961,0.04,-0.01,-0.03,,87,73,100,1462,59.0,665,0,-5.83817,-35.209026
29,2285,16,15,9,854.700012,0.03,-0.02,-0.03,,87,34,100,1461,59.0,664,0,-5.838184,-35.20911
29,1372,12,14,-3,552.97998,0.02,0.0,0.03,,87,36,100,1472,59.0,658,0,-5.838194,-35.209171
27,1321,13,8,0,458.674988,0.07,0.02,0.13,,87,31,100,1478,59.0,671,0,-5.838207,-35.209251
20,1088,13,9,-10,346.259979,0.05,0.02,0.22,,87,38,100,1467,59.0,665,0,-5.838214,-35.209297
13,944,13,9,0,246.839996,-0.01,-0.01,0.0,,87,40,100,1464,59.0,657,0,-5.838221,-35.209339
10,865,22,13,-19,352.475006,0.05,-0.01,-0.01,,87,95,100,1463,59.0,1124,0,-5.838225,-35.209366
11,1398,34,41,4,1247.47998,0.05,0.02,-0.17,,87,106,100,1471,59.0,676,1,-5.838231,-35.209396
15,1764,42,49,4,1908.47998,0.03,0.0,-0.2,,87,110,100,1465,59.0,663,1,-5.838235,-35.209423
19,1870,36,48,6,1832.450073,0.04,-0.01,-0.12,,87,107,100,1472,59.0,672,1,-5.838244,-35.20948
21,1960,34,47,7,1822.400024,0.01,-0.01,-0.23,,87,103,100,1473,59.0,749,1,-5.838251,-35.209518
24,2139,35,44,9,1917.259888,0.04,-0.01,-0.13,,87,99,100,1459,59.0,661,1,-5.838263,-35.209587
26,2313,33,43,9,1936.484863,0.01,-0.02,-0.15,,87,96,100,1463,59.0,661,1,-5.838273,-35.209641
29,2496,31,41,11,1958.599854,0.03,-0.04,-0.18,,87,93,100,1469,59.0,667,1,-5.838288,-35.209724
31,2656,31,38,12,1985.819946,0.03,-0.02,-0.14,,87,91,100,1473,59.0,654,1,-5.838298,-35.209785
