speed,rpm,tp,load,timing,area,acc_x,acc_y,acc_z,ethanol_fuel_level,coolant_temp,intake_manifold_pressure,afr,battery_voltage,fuel_level,mmcloud_time,cloud_index,latitude,longitude
11,1382,18,37,6,763.679993,-0.07,-0.03,0.01,,52,49,100,1296,20,561,0,-5.843666,-35.197704
11,1334,18,35,13,720.820007,0.02,-0.03,-0.05,,52,54,100,1295,22,566,0,-5.843673,-35.197742
12,1495,20,36,15,838.799988,0.13,0.07,0.0,,52,55,100,1295,21,564,0,-5.843666,-35.197784
13,1706,23,39,10,1041.560059,0.0,-0.12,0.07,,53,55,100,1291,22,598,0,-5.843665,-35.19783
15,1708,23,42,17,1142.280029,0.08,-0.01,-0.02,,53,61,100,1289,24,587,0,-5.843659,-35.19788
17,1770,26,45,16,1354.700073,0.07,-0.01,-0.02,,53,65,100,1295,40,562,0,-5.843658,-35.197945
19,1720,28,44,17,1423.800049,0.03,0.0,0.05,,53,66,100,1297,32,563,0,-5.843662,-35.19799
21,1591,89,53,16,3881.670166,0.06,-0.13,0.1,,53,69,100,1290,36,443,1,-5.843662,-35.198063
23,1501,23,55,13,1482.390015,-0.05,-0.16,0.12,,54,61,100,1300,33,569,0,-5.843657,-35.198116
24,1520,20,47,12,1249.599976,0.04,-0.12,-0.06,,54,54,100,1295,36,562,0,-5.843649,-35.198193
25,1493,17,32,20,910.005005,0.18,0.03,-0.05,,54,53,100,1286,34,598,0,-5.843644,-35.198238
25,1431,16,28,8,803.215027,0.02,0.05,0.0,,54,46,100,1287,32,578,0,-5.843637,-35.198311
24,1114,15,46,-23,914.900024,-0.09,-0.04,0.0,,54,40,100,1290,29,562,0,-5.843634,-35.198357
23,1069,15,40,-17,809.234985,-0.23,-0.29,0.07,,55,39,100,1291,24,566,0,-5.843627,-35.198406
19,1108,15,40,-16,769.359985,-0.28,-0.26,0.0,,55,39,100,1295,23,566,0,-5.843624,-35.198433
15,1092,15,40,-18,712.799988,-0.2,-0.05,-0.01,,55,39,100,1293,22,563,0,-5.843627,-35.198452
11,1013,15,40,-12,640.815002,-0.14,-0.15,-0.03,,55,39,100,1300,23,566,0,-5.84363,-35.198456
7,961,15,41,-10,590.640015,-0.01,-0.1,-0.03,,55,41,100,1294,24,602,0,-5.843634,-35.198456
6,962,18,57,-9,870.029968,-0.01,-0.05,-0.03,,56,50,100,1294,30,574,0,-5.843632,-35.19846
3,993,19,65,-9,983.620056,-0.04,-0.09,-0.03,,56,53,100,1282,28,566,0,-5.843633,-35.19846
0,974,18,63,-9,873.809998,-0.02,-0.11,-0.01,,56,51,100,1293,26,567,0,-5.843635,-35.198463
0,969,17,61,-9,814.044983,0.03,-0.1,0.0,,56,50,100,1284,32,562,0,-5.84364,-35.198471
0,957,15,60,-13,737.099976,0.02,-0.11,0.0,,56,45,100,1297,29,565,0,-5.843647,-35.198479
0,936,15,45,-10,548.099976,0.02,-0.1,0.01,,56,43,100,1291,33,565,0,-5.84366,-35.19849
0,963,16,49,-14,627.934998,0.02,-0.1,0.01,,57,44,100,1286,29,598,0,-5.84367,-35.198502
0,929,19,51,-1,721.39502,0.07,-0.11,0.05,,57,52,100,1283,30,582,0,-5.843687,-35.198513
2,981,19,67,-8,993.945007,0.09,-0.11,0.05,,57,54,100,1287,30,562,0,-5.8437,-35.198513
5,1009,19,67,-12,1047.23999,0.05,-0.15,0.02,,57,55,100,1293,34,561,0,-5.84372,-35.198521
7,980,16,55,-12,799.799988,0.09,-0.09,-0.01,,57,45,100,1298,32,568,0,-5.843731,-35.198521
7,931,15,49,-9,680.679993,-0.01,-0.17,0.03,,58,43,100,1297,30,566,0,-5.843744,-35.198524
7,935,15,45,-11,633.100037,0.01,-0.12,-0.03,,58,42,100,1291,30,564,0,-5.843745,-35.198524
7,939,15,44,-12,621.945007,0.02,-0.08,0.01,,58,42,100,1304,29,598,0,-5.843751,-35.198528
5,926,18,54,-7,804.170044,-0.02,-0.1,-0.01,,58,52,100,1290,29,576,0,-5.843756,-35.198528
2,987,18,65,-9,933.64502,0.02,-0.08,0.01,,58,53,100,1285,29,561,0,-5.843765,-35.198547
0,981,18,64,-9,889.920044,0.07,-0.11,0.04,,58,52,100,1300,29,566,0,-5.843775,-35.198566
0,973,18,63,-10,873.494995,0.1,-0.11,0.05,,59,51,100,1285,38,566,0,-5.843771,-35.198631
2,959,18,61,-8,869.085022,0.06,-0.12,0.04,,59,51,100,1290,33,562,0,-5.843764,-35.198696
2,952,18,63,-8,894.400024,0.11,-0.1,0.05,,59,51,100,1284,30,566,0,-5.843745,-35.198814
4,996,18,63,-10,936.659973,0.0,-0.09,0.01,,59,53,100,1290,30,600,0,-5.843737,-35.198914
4,1002,18,63,-10,938.669983,-0.04,-0.11,-0.03,,59,52,100,1297,30,573,0,-5.843722,-35.199074
4,987,18,64,-9,947.579956,-0.05,-0.08,-0.03,,59,52,100,1291,29,566,0,-5.843714,-35.199177
2,956,17,63,-8,863.200012,-0.03,-0.08,-0.02,,60,50,100,1291,24,564,0,-5.843706,-35.199322
0,953,17,60,-8,795.899963,-0.01,-0.13,-0.01,,60,50,100,1286,21,563,0,-5.843694,-35.199394
0,948,17,61,-8,807.640015,0.01,-0.11,0.01,,60,50,100,1296,33,576,0,-5.843682,-35.199478
0,975,14,54,-14,641.25,0.02,-0.09,0.0,,60,42,100,1280,29,602,0,-5.843679,-35.199512
0,893,20,49,5,708.785034,0.08,-0.1,0.04,,60,56,100,1294,27,582,0,-5.843673,-35.199574
2,979,18,66,4,944.859985,0.06,-0.14,0.04,,60,55,100,1279,28,566,0,-5.843665,-35.199623
5,1043,20,68,-10,1110.695068,0.06,-0.08,0.06,,60,54,100,1298,33,566,0,-5.84365,-35.199726
7,1146,16,59,-8,906.179993,0.07,-0.07,0.02,,61,47,100,1283,32,561,0,-5.843643,-35.199802
8,1232,20,53,12,985.76001,0.07,-0.01,0.04,,61,53,100,1291,29,566,0,-5.843626,-35.199947
11,1621,85,57,13,3441.139893,0.07,0.0,0.05,,61,70,100,1295,21,442,1,-5.843616,-35.200054
14,2062,89,47,13,3343.410156,0.15,-0.04,0.03,,61,76,100,1297,26,465,1,-5.843593,-35.200233
19,2056,89,44,18,3451.139893,0.11,-0.08,0.03,,61,77,100,1286,34,458,1,-5.843585,-35.200356
22,1926,89,51,14,3951.48999,0.13,-0.07,0.05,,62,77,100,1294,40,439,1,-5.843561,-35.200546
25,1666,89,63,14,4649.040039,0.09,-0.12,0.05,,62,75,100,1286,32,439,1,-5.843547,-35.200672
27,1595,89,60,14,4565.324707,0.08,-0.11,0.05,,62,73,100,1291,42,443,1,-5.843532,-35.200855
29,1607,89,60,15,4675.615234,0.08,-0.06,0.01,,62,73,100,1283,30,443,1,-5.843522,-35.200985
30,1576,89,62,14,4818.959961,0.04,-0.12,0.06,,62,72,100,1293,33,438,1,-5.843513,-35.20118
31,1508,20,49,27,1403.199951,0.02,-0.11,0.03,,63,59,100,1293,31,599,0,-5.843508,-35.201313
31,1513,14,26,29,830.205017,-0.01,-0.11,0.02,,63,46,100,1289,32,576,0,-5.843497,-35.201511
30,1510,16,26,1,870.799988,-0.04,-0.12,-0.02,,63,41,100,1294,26,563,0,-5.843482,-35.201649
28,1303,14,28,0,756.839966,-0.03,-0.07,-0.02,,63,40,100,1317,26,567,0,-5.843441,-35.201851
25,1203,15,41,-17,891.98999,-0.07,-0.1,-0.03,,64,40,100,1283,22,566,0,-5.84341,-35.201984
22,1122,15,37,-20,773.490051,-0.08,-0.07,-0.06,,64,37,100,1290,28,563,0,-5.843342,-35.20216
19,1108,15,36,-18,717.200012,-0.01,-0.11,0.0,,64,36,100,1295,24,565,0,-5.843292,-35.202267
18,1099,14,36,-17,674.72998,0.01,-0.08,0.02,,64,36,100,1301,26,602,0,-5.84321,-35.202415
17,1690,23,43,0,1197.0,0.08,-0.1,0.0,,64,56,100,1297,26,573,0,-5.843148,-35.202503
20,2083,89,61,-1,4448.115234,0.17,-0.11,0.09,,65,86,100,1283,29,442,1,-5.843046,-35.202633
28,2388,28,81,6,2827.459961,0.23,-0.12,0.13,,65,116,100,1300,44,568,1,-5.842974,-35.202709
35,2346,36,80,5,3418.949707,0.25,-0.1,0.06,,65,127,100,1286,47,559,1,-5.842857,-35.202812
42,2553,89,92,1,7673.509766,0.24,-0.14,0.11,,65,155,100,1300,54,451,1,-5.842791,-35.202866
49,2535,36,89,3,4233.149902,0.21,-0.14,0.1,,65,141,100,1291,49,566,1,-5.842705,-35.202923
55,2562,89,89,2,8252.639648,0.17,-0.13,0.13,,66,142,100,1289,42,471,1,-5.842661,-35.202953
59,2480,83,79,4,7438.200195,0.12,-0.13,0.12,,66,133,100,1293,42,463,1,-5.842609,-35.20298
63,2538,89,82,3,8292.549805,0.22,-0.09,0.05,,67,138,100,1290,45,443,1,-5.842573,-35.202999
66,2319,29,67,9,3470.63501,0.07,-0.1,0.03,,67,108,100,1295,32,570,1,-5.842507,-35.203033
66,1676,28,53,13,2663.219971,0.06,-0.1,0.02,,68,69,100,1300,30,565,1,-5.842456,-35.20306
65,1899,89,71,11,7343.319824,0.03,-0.1,0.05,,68,83,100,1290,29,446,1,-5.842365,-35.203102
66,2320,89,55,13,6788.100098,0.12,-0.07,0.03,,69,98,100,1278,35,442,1,-5.842291,-35.203144
66,2163,83,47,15,5911.595215,0.03,-0.12,0.05,,70,84,100,1291,32,596,1,-5.842161,-35.203209
66,2220,89,47,14,6282.800293,0.07,-0.08,0.06,,70,85,100,1293,34,578,1,-5.842008,-35.203289
65,1882,12,15,40,1232.799927,0.05,-0.06,-0.02,,71,39,100,1286,34,561,0,-5.841899,-35.203346
63,1783,12,12,0,1118.625,-0.01,-0.01,0.01,,72,20,100,1364,28,565,0,-5.841716,-35.203442
60,1841,14,12,0,1166.76001,-0.02,0.0,-0.01,,72,22,100,1473,20,566,0,-5.841586,-35.203503
57,1799,14,16,0,1167.63501,-0.05,-0.03,0.01,,72,24,100,1563,21,563,0,-5.841381,-35.203613
55,1831,17,17,34,1271.159912,0.03,0.03,-0.01,,73,38,100,1443,20,565,0,-5.841236,-35.20369
54,1786,13,13,0,1033.810059,-0.02,0.02,0.01,,73,27,100,1370,20,600,0,-5.841004,-35.203808
53,1749,12,11,0,943.679993,-0.03,-0.03,0.01,,73,24,100,1456,14,573,0,-5.840842,-35.203892
51,1514,14,22,0,1063.609985,-0.07,-0.04,0.02,,73,28,100,1567,24,566,0,-5.840592,-35.204025
49,1516,15,28,0,1161.160034,-0.03,0.0,-0.04,,74,30,100,1565,13,566,0,-5.840422,-35.204109
48,1536,15,29,0,1168.859985,-0.05,0.0,-0.05,,74,30,100,1570,20,561,0,-5.840163,-35.204239
45,1501,15,28,0,1095.36499,-0.07,0.0,-0.06,,74,29,100,1572,14,565,0,-5.839993,-35.204327
41,1526,15,28,0,1043.969971,-0.15,-0.06,-0.04,,74,29,100,1568,15,566,0,-5.83975,-35.20446
37,1519,14,28,0,948.674988,-0.11,-0.05,-0.1,,74,29,100,1565,15,601,0,-5.839595,-35.20454
31,1508,14,29,0,872.399963,-0.13,-0.06,-0.1,,74,28,100,1567,22,583,0,-5.839366,-35.204655
26,1265,17,31,-1,845.024963,-0.15,-0.09,-0.09,,73,36,100,1527,13,560,0,-5.839218,-35.204735
20,1195,15,41,-23,821.974976,-0.05,-0.09,-0.05,,73,37,100,1410,24,563,0,-5.839009,-35.204853
18,1124,14,34,9,656.23999,0.0,-0.08,0.0,,73,30,100,1373,26,565,0,-5.838883,-35.204922
19,1820,21,27,18,901.600037,0.08,-0.07,0.02,,73,54,100,1353,40,569,0,-5.838705,-35.205009
22,1856,29,43,11,1545.699951,0.11,-0.1,0.05,,73,64,100,1329,26,600,0,-5.838591,-35.205067
26,1850,89,51,13,4138.75,0.09,-0.1,0.05,,73,76,100,1321,34,582,1,-5.838444,-35.205147
29,1668,89,57,12,4544.239746,0.09,-0.09,0.03,,73,74,100,1314,30,561,1,-5.83835,-35.205196
33,1799,89,57,13,4814.549805,0.08,-0.09,0.07,,73,78,100,1304,33,562,1,-5.838224,-35.205254
36,1679,89,60,12,5077.919922,-0.05,-0.18,0.14,,73,76,100,1317,33,566,1,-5.838153,-35.20528
38,1757,89,58,13,5115.359863,0.09,-0.08,0.02,,73,77,100,1320,32,567,1,-5.838065,-35.205299
40,1709,89,61,12,5357.544922,0.09,-0.07,0.02,,73,77,100,1323,36,561,1,-5.838011,-35.205299
42,1770,89,55,13,5174.950195,0.05,-0.12,0.05,,73,77,100,1303,34,600,1,-5.837929,-35.205296
44,1713,89,58,13,5412.629883,0.07,-0.12,0.03,,73,77,100,1316,38,579,1,-5.837873,-35.20528
46,1691,89,57,13,5454.364746,0.07,-0.12,0.04,,73,75,100,1304,33,563,1,-5.837781,-35.205261
48,1695,89,59,13,5668.324707,0.04,-0.15,0.05,,74,75,100,1308,30,565,1,-5.837716,-35.20525
49,1674,89,58,13,5657.089844,0.05,-0.13,0.03,,74,75,100,1308,36,564,1,-5.837615,-35.205254
51,1672,89,59,13,5814.599609,0.08,-0.09,0.02,,74,74,100,1289,31,561,1,-5.837553,-35.205273
52,1676,89,56,13,5711.039551,0.07,-0.1,0.03,,74,74,100,1303,33,566,1,-5.837472,-35.20533
53,1629,89,54,14,5633.015137,0.03,-0.12,0.04,,75,73,100,1283,33,607,1,-5.837435,-35.205376
55,1635,89,59,13,6004.950195,0.06,-0.09,0.03,,75,73,100,1308,33,574,1,-5.837403,-35.205471
56,1646,89,57,13,5958.489746,0.11,-0.04,-0.01,,75,73,100,1303,31,566,1,-5.837401,-35.20554
57,1635,89,57,13,6004.950195,0.07,-0.05,0.07,,75,73,100,1302,32,566,1,-5.837429,-35.205639
58,1635,89,54,14,5899.600098,0.08,-0.05,0.01,,75,73,100,1302,24,562,1,-5.837467,-35.205692
58,1632,89,55,13,5950.580078,0.0,-0.11,0.03,,76,72,100,1282,29,567,1,-5.837548,-35.205757
59,1643,89,53,13,5904.080078,0.04,-0.1,0.03,,76,72,100,1291,28,567,1,-5.837602,-35.205791
59,1637,89,52,13,5848.035156,0.02,-0.12,0.04,,76,71,100,1294,26,601,1,-5.837666,-35.205845
60,1555,26,59,14,2472.225098,0.08,-0.05,0.02,,76,67,100,1302,32,586,0,-5.837695,-35.205879
60,1529,27,56,13,2452.820068,0.04,-0.11,0.0,,76,66,100,1300,28,563,0,-5.837725,-35.20594
60,1549,27,53,14,2400.685059,0.03,-0.08,0.03,,77,66,100,1283,32,562,0,-5.837739,-35.205982
61,1553,27,52,14,2402.945068,0.03,-0.11,0.04,,77,66,100,1300,28,566,0,-5.837751,-35.206043
61,1630,87,56,13,6043.049805,0.04,-0.11,0.02,,77,71,100,1300,32,565,1,-5.837759,-35.206085
61,1520,18,45,25,1759.599976,-0.02,-0.15,0.04,,77,57,100,1298,28,562,0,-5.837766,-35.206135
60,1551,14,25,31,1254.175049,0.04,-0.05,0.02,,77,41,100,1294,31,603,0,-5.837772,-35.206177
59,1534,13,16,-18,1062.75,0.01,-0.05,0.0,,78,24,100,1298,23,576,0,-5.837779,-35.206223
57,1495,13,19,0,1062.099976,0.06,-0.03,-0.04,,78,23,100,1409,24,561,0,-5.837781,-35.206257
54,1515,14,23,0,1122.275024,-0.01,-0.1,-0.02,,78,28,100,1527,30,567,0,-5.837784,-35.206272
51,1527,14,26,0,1126.89502,-0.01,-0.09,-0.02,,78,29,100,1564,24,566,0,-5.837786,-35.206276
47,1523,17,25,16,1160.279907,0.02,-0.07,0.0,,78,35,100,1508,29,562,0,-5.837787,-35.206276
45,1548,17,27,28,1169.280029,0.03,-0.04,0.02,,78,49,100,1400,29,567,0,-5.837786,-35.206276
43,1532,14,23,31,967.559998,0.02,-0.07,0.04,,78,37,100,1328,28,606,0,-5.837785,-35.20628
42,1529,12,16,23,791.410034,0.06,-0.06,0.0,,78,24,100,1321,29,575,0,-5.837786,-35.206284
40,1512,12,16,0,759.360046,0.01,-0.04,-0.02,,78,24,100,1342,26,567,0,-5.837786,-35.206299
39,1521,14,18,0,832.484985,0.0,-0.1,0.0,,78,24,100,1453,28,567,0,-5.837787,-35.206318
37,1512,14,25,0,902.719971,-0.08,-0.15,-0.01,,78,28,100,1565,28,567,0,-5.837788,-35.206345
35,1540,14,27,0,911.400024,-0.04,-0.1,0.0,,78,29,100,1564,26,573,0,-5.83779,-35.206367
33,1516,14,27,0,874.799988,-0.03,0.0,-0.02,,78,28,100,1564,24,566,0,-5.837796,-35.206417
30,1519,14,26,0,817.319946,-0.04,0.04,-0.01,,78,28,100,1564,13,601,0,-5.8378,-35.206455
29,1525,14,27,0,819.0,0.0,0.03,-0.03,,78,28,100,1561,15,582,0,-5.837806,-35.206524
28,1624,17,25,29,880.859985,0.07,0.05,-0.03,,78,43,100,1463,13,563,0,-5.837813,-35.206577
28,1582,14,20,32,715.679993,0.02,-0.04,0.01,,78,36,100,1385,16,562,0,-5.837824,-35.206661
27,1546,13,18,28,640.349976,0.01,-0.11,0.01,,78,29,100,1353,22,567,0,-5.837832,-35.206722
27,1540,13,17,28,624.799988,0.04,-0.16,0.0,,78,28,100,1323,29,567,0,-5.837844,-35.206833
27,1551,14,17,27,649.220032,0.01,-0.25,-0.01,,78,29,100,1317,34,602,0,-5.837853,-35.206909
27,1549,14,16,26,634.034973,0.01,-0.26,0.0,,78,29,100,1308,38,582,0,-5.837866,-35.207035
26,1611,14,17,32,647.36499,0.01,-0.3,0.01,,78,36,100,1286,43,561,0,-5.837878,-35.207127
26,1617,15,20,26,716.909973,0.01,-0.31,0.01,,78,37,100,1302,45,562,0,-5.837895,-35.207275
27,1511,14,23,28,727.75,0.0,-0.33,0.01,,77,39,100,1306,45,565,0,-5.837908,-35.207378
27,1519,15,23,25,754.75,0.02,-0.3,0.02,,78,38,100,1318,47,567,0,-5.83793,-35.207542
27,1538,17,26,26,858.070007,0.02,-0.28,-0.01,,77,46,100,1313,45,563,0,-5.83795,-35.207657
27,1526,16,27,27,844.02002,0.02,-0.29,0.02,,77,46,100,1297,45,602,0,-5.837976,-35.207832
28,1544,16,25,26,833.160034,0.04,-0.28,-0.01,,78,45,100,1306,43,578,0,-5.837994,-35.207954
28,1526,16,27,27,859.650024,-0.01,-0.32,0.02,,78,45,100,1295,46,563,0,-5.838021,-35.208138
28,1521,14,25,28,774.065002,0.04,-0.22,0.01,,78,41,100,1296,47,566,0,-5.838037,-35.208252
28,1513,14,22,26,728.25,0.03,-0.1,0.01,,78,36,100,1316,33,568,0,-5.838061,-35.208408
28,1525,14,21,28,716.625,0.03,-0.03,0.03,,78,36,100,1303,30,562,0,-5.838077,-35.208496
28,1537,14,22,28,734.25,0.0,0.0,0.01,,78,36,100,1303,26,566,0,-5.838094,-35.208607
28,1577,14,20,13,714.480042,0.03,0.07,0.01,,78,37,100,1298,15,607,0,-5.838103,-35.208668
27,1211,16,31,-33,815.190002,-0.01,0.06,0.0,,78,37,100,1297,20,573,0,-5.838113,-35.208729
27,1136,15,36,-33,830.339966,0.03,0.02,-0.01,,78,36,100,1302,8,567,0,-5.83812,-35.208763
26,1127,14,33,-22,745.465027,0.02,-0.1,0.0,,78,34,100,1295,22,566,0,-5.838128,-35.20882
25,1087,14,32,-21,708.794983,-0.01,-0.09,-0.02,,78,33,100,1303,31,564,0,-5.838135,-35.208862
22,1101,14,33,-20,687.775024,-0.08,-0.12,-0.06,,78,33,100,1297,24,566,0,-5.838145,-35.208939
18,1090,14,32,-20,622.5,-0.02,-0.1,-0.01,,78,33,100,1295,24,566,0,-5.838156,-35.209
17,1254,16,33,-5,713.5,0.01,-0.1,0.09,,78,37,100,1297,26,603,0,-5.838172,-35.209091
17,1928,23,31,13,1014.720032,0.09,-0.1,0.06,,78,55,100,1291,33,580,0,-5.838181,-35.209156
19,1745,30,48,12,1589.575073,0.13,-0.09,0.05,,78,70,100,1291,36,563,0,-5.838197,-35.209248
22,1685,89,58,12,4234.0,0.06,-0.13,0.14,,78,74,100,1295,34,562,1,-5.838206,-35.209297
26,1746,89,58,12,4471.319824,0.12,-0.1,0.06,,79,77,100,1298,36,566,1,-5.838218,-35.209351
28,1766,89,62,11,4799.700195,0.11,-0.1,0.05,,79,79,100,1293,30,567,1,-5.838225,-35.209377
31,1713,89,60,12,4828.915039,0.1,-0.07,0.05,,79,78,100,1294,33,562,1,-5.838229,-35.209423
34,1737,89,61,12,5052.575195,0.09,-0.1,0.05,,79,79,100,1295,32,601,1,-5.838236,-35.209461
36,1721,89,63,11,5257.39502,0.08,-0.1,0.02,,79,79,100,1295,33,577,1,-5.838243,-35.209522
38,1688,89,61,12,5241.05957,0.05,-0.12,0.06,,79,78,100,1291,30,562,1,-5.838251,-35.209576
40,1696,89,62,12,5403.959961,0.05,-0.14,0.05,,79,78,100,1294,34,567,1,-5.838263,-35.209663
41,1707,89,60,12,5356.535156,0.1,-0.09,0.02,,80,77,100,1296,34,566,1,-5.838276,-35.209728
42,1622,89,56,13,5155.780273,0.09,-0.08,0.01,,80,74,100,1294,33,563,1,-5.838288,-35.209839
42,1552,26,55,13,2013.719971,0.02,-0.12,0.04,,80,67,100,1284,33,567,0,-5.838299,-35.209919
43,1500,15,31,35,1110.0,0.04,-0.09,0.0,,81,50,100,1292,32,606,0,-5.838316,-35.210049
41,1519,14,21,0,904.890015,0.04,-0.08,-0.02,,81,33,100,1301,30,574,0,-5.838329,-35.210133
40,1512,14,21,0,888.160034,-0.02,-0.12,0.0,,81,27,100,1416,28,567,0,-5.838338,-35.210251
38,1515,15,28,0,994.949951,0.01,-0.13,-0.03,,81,31,100,1541,28,566,0,-5.838333,-35.210331
37,1521,15,30,0,1012.035034,-0.01,-0.11,0.0,,82,33,100,1547,27,562,0,-5.8383,-35.210442
36,1529,15,30,0,999.569946,-0.02,-0.1,-0.01,,82,31,100,1570,28,565,0,-5.838262,-35.210503
36,1530,15,29,0,984.75,-0.04,-0.12,-0.02,,82,31,100,1571,26,567,0,-5.838177,-35.210579
36,1530,15,29,0,984.75,-0.05,-0.12,0.0,,82,31,100,1569,28,603,0,-5.838109,-35.210617
36,1522,15,29,0,982.150024,-0.01,-0.15,-0.01,,82,30,100,1567,29,582,0,-5.837996,-35.210655
37,1528,15,29,0,999.23999,-0.04,-0.11,-0.02,,82,30,100,1565,28,562,0,-5.837928,-35.210674
37,1553,15,29,0,1007.48999,-0.05,-0.15,-0.02,,82,30,100,1570,28,562,0,-5.837852,-35.210701
37,1509,15,29,0,992.969971,-0.04,-0.09,-0.01,,82,30,100,1569,26,566,0,-5.837815,-35.210712
35,1483,15,31,0,984.390015,-0.15,-0.12,-0.09,,82,30,100,1568,26,568,0,-5.837767,-35.210728
30,1495,15,31,0,913.474976,-0.18,-0.1,-0.11,,82,30,100,1574,16,562,0,-5.837711,-35.210751
24,1317,16,41,-11,948.025024,-0.17,-0.08,-0.12,,82,41,100,1491,21,601,0,-5.837663,-35.21077
19,1186,14,39,-23,749.940002,-0.03,-0.09,0.05,,82,36,100,1403,17,578,0,-5.837571,-35.210808
19,1647,17,26,22,753.074951,0.02,-0.09,0.01,,81,41,100,1364,33,561,0,-5.837497,-35.210831
20,1547,15,23,21,655.105042,0.03,-0.08,0.01,,81,39,100,1343,22,567,0,-5.837413,-35.210861
21,1502,16,27,22,744.47998,0.04,-0.13,0.01,,81,47,100,1325,30,566,0,-5.837261,-35.210899
22,1509,17,30,24,834.339966,0.05,-0.1,0.03,,81,52,100,1318,33,562,0,-5.837084,-35.210938
23,1503,17,32,25,880.824951,0.04,-0.1,0.03,,81,52,100,1316,33,605,0,-5.838175,-35.208954
24,1514,16,28,25,809.640015,0.04,-0.06,0.01,,81,46,100,1318,30,577,0,-5.838185,-35.209
25,1525,14,24,28,716.625,0.05,-0.07,0.0,,81,38,100,1328,30,570,0,-5.838199,-35.209068
25,1575,15,23,7,738.0,0.03,-0.09,0.01,,81,40,100,1325,29,574,0,-5.838209,-35.209118
24,1360,17,40,-20,979.200012,-0.03,-0.12,-0.02,,81,43,100,1320,24,570,0,-5.838224,-35.209187
22,1173,14,35,-20,733.304993,0.01,-0.12,-0.02,,81,39,100,1321,32,607,0,-5.83823,-35.209232
20,1089,14,32,11,647.140015,0.01,-0.12,-0.03,,81,32,100,1315,28,585,0,-5.838241,-35.209297
18,1705,21,32,13,951.249939,0.03,-0.12,0.11,,81,56,100,1317,32,570,0,-5.838247,-35.209332
18,1995,23,27,24,966.375061,0.1,-0.09,0.03,,81,61,100,1298,32,568,0,-5.838252,-35.209385
18,1876,30,41,14,1438.419922,0.1,-0.1,0.06,,81,69,100,1313,36,573,0,-5.838258,-35.209415
18,2004,89,42,15,3271.199951,0.13,-0.09,0.06,,81,73,100,1318,34,605,1,-5.838266,-35.209473
19,2303,29,35,15,1404.810059,0.15,-0.1,0.09,,82,72,100,1302,34,582,0,-5.838269,-35.209503
20,2049,29,37,16,1410.464966,0.13,-0.08,0.06,,82,71,100,1304,36,575,0,-5.838277,-35.209564
21,2051,32,39,16,1575.299927,0.11,-0.1,0.06,,82,71,100,1301,36,569,0,-5.838283,-35.209606
22,2071,52,40,15,2254.01001,0.09,-0.12,0.06,,82,74,100,1300,32,569,0,-5.838293,-35.209671
24,2075,31,38,16,1604.25,0.14,-0.07,0.05,,82,72,100,1304,36,607,0,-5.8383,-35.209721
25,2086,88,38,15,3429.090088,0.09,-0.12,0.09,,83,75,100,1303,32,582,1,-5.838312,-35.209793
